Primary_Key,School_Name,Grade_STAAR_Test,Mastery_Level,School_Year,YOY_State,State,YOY_Region,Region_04,YOY_District,District,YOY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Humble_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Humble_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,-0.05,0.56,-0.06,0.34,-0.05,0.5,-0.02,0.72,-0.06,0.4,-0.01,0.52
Humble_ISD_Grade 5 Mathematics+_At Masters Grade Level,Humble_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.03,0.37,0.001,0.19,-0.01,0.28,0.07,0.52,-0.03,0.2,-0.01,0.27
Humble_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Humble_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.001,0.88,-0.01,0.77,0.001,0.86,0.01,0.95,-0.01,0.8,0.001,0.82
Humble_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Humble_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,-0.04,0.57,-0.04,0.39,-0.03,0.5,-0.03,0.72,-0.04,0.41,-0.02,0.44
Humble_ISD_Grade 5 Reading+_At Masters Grade Level,Humble_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.01,0.32,-0.03,0.16,0.001,0.24,0.04,0.47,-0.02,0.18,0.001,0.18
Humble_ISD_Grade 5 Science_At Approaches Grade Level or Above,Humble_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,-0.07,0.72,-0.11,0.52,-0.09,0.66,-0.02,0.87,-0.1,0.58,-0.04,0.66
Humble_ISD_Grade 5 Science_At Meets Grade Level or Above,Humble_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.01,0.46,-0.02,0.24,0.01,0.37,0.04,0.64,-0.04,0.27,0.01,0.34
Humble_ISD_Grade 5 Science_At Masters Grade Level,Humble_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.03,0.22,-0.01,0.08,0.02,0.15,0.05,0.34,0.001,0.1,0.02,0.13
Humble_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Humble_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.01,0.82,0.001,0.68,0.01,0.79,0.02,0.92,-0.02,0.71,-0.03,0.75
Humble_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Humble_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,-0.01,0.46,-0.02,0.29,0.001,0.39,0.001,0.62,-0.05,0.31,-0.04,0.36
Humble_ISD_Grade 6 Mathematics_At Masters Grade Level,Humble_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.01,0.19,0.001,0.08,0.02,0.13,0.02,0.3,-0.02,0.09,0.001,0.12
Humble_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Humble_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,-0.02,0.71,-0.06,0.56,-0.03,0.66,-0.02,0.82,-0.04,0.58,-0.06,0.58
Humble_ISD_Grade 6 Reading_At Meets Grade Level or Above,Humble_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.04,0.4,-0.05,0.26,-0.04,0.33,-0.03,0.54,-0.05,0.26,-0.06,0.26
Humble_ISD_Grade 6 Reading_At Masters Grade Level,Humble_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.03,0.19,-0.02,0.1,-0.02,0.14,-0.04,0.28,-0.05,0.09,-0.05,0.1
Humble_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Humble_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,-0.02,0.79,-0.02,0.66,0.01,0.78,-0.01,0.89,-0.01,0.69,0.02,0.72
Humble_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Humble_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,-0.03,0.49,-0.02,0.29,-0.03,0.41,-0.02,0.66,-0.04,0.32,-0.02,0.32
Humble_ISD_Grade 7 Mathematics_At Masters Grade Level,Humble_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,-0.07,0.2,-0.03,0.08,-0.07,0.13,-0.08,0.32,-0.07,0.08,-0.05,0.08
Humble_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Humble_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,-0.01,0.78,-0.01,0.68,0.001,0.74,-0.01,0.87,-0.02,0.67,-0.02,0.66
Humble_ISD_Grade 7 Reading_At Meets Grade Level or Above,Humble_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,-0.02,0.51,0.01,0.38,-0.03,0.43,-0.01,0.64,-0.03,0.36,-0.04,0.32
Humble_ISD_Grade 7 Reading_At Masters Grade Level,Humble_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,-0.01,0.31,0.001,0.19,-0.01,0.24,0.01,0.44,-0.03,0.18,-0.01,0.15
Katy_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Katy_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,-0.01,0.88,-0.04,0.76,-0.01,0.83,-0.01,0.92,-0.02,0.79,0.001,0.88
Katy_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Katy_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,-0.02,0.62,0.001,0.45,-0.03,0.49,-0.01,0.67,-0.02,0.43,-0.02,0.59
Katy_ISD_Grade 3 Mathematics_At Masters Grade Level,Katy_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,0.01,0.37,0.02,0.23,0.001,0.23,0.001,0.39,0.001,0.19,0.001,0.34
Katy_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Katy_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,0.001,0.89,0.03,0.82,-0.01,0.83,-0.02,0.91,-0.02,0.79,-0.02,0.85
Katy_ISD_Grade 3 Reading_At Meets Grade Level or Above,Katy_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.001,0.61,0.03,0.47,-0.01,0.5,-0.03,0.65,-0.03,0.42,-0.01,0.54
Katy_ISD_Grade 3 Reading_At Masters Grade Level,Katy_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.01,0.41,0.04,0.3,0.02,0.31,-0.02,0.44,0.01,0.25,0.03,0.36
Katy_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Katy_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.03,0.87,-0.09,0.72,-0.03,0.82,-0.01,0.92,-0.08,0.75,-0.04,0.86
Katy_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Katy_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.02,0.64,-0.07,0.42,-0.01,0.52,0.001,0.72,-0.06,0.44,-0.01,0.63
Katy_ISD_Grade 4 Mathematics_At Masters Grade Level,Katy_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,0.03,0.44,-0.01,0.24,0.02,0.3,0.04,0.5,-0.02,0.23,0.02,0.43
Katy_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Katy_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,0.001,0.88,-0.02,0.77,0.02,0.84,0.001,0.92,0.001,0.78,0.001,0.86
Katy_ISD_Grade 4 Reading_At Meets Grade Level or Above,Katy_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,-0.03,0.62,-0.09,0.45,-0.02,0.52,-0.02,0.69,-0.05,0.44,-0.04,0.57
Katy_ISD_Grade 4 Reading_At Masters Grade Level,Katy_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.03,0.36,-0.06,0.21,-0.02,0.26,-0.03,0.4,-0.05,0.19,-0.04,0.31
Katy_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Katy_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,-0.01,0.96,-0.03,0.9,-0.01,0.94,-0.01,0.97,-0.02,0.92,-0.01,0.96
Katy_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Katy_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,-0.02,0.73,-0.03,0.56,-0.04,0.63,-0.01,0.79,-0.05,0.57,-0.02,0.72
Katy_ISD_Grade 5 Mathematics+_At Masters Grade Level,Katy_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.08,0.53,0.09,0.36,0.05,0.38,0.12,0.58,0.06,0.34,0.08,0.52
Katy_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Katy_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.001,0.94,-0.01,0.89,0.001,0.91,0.01,0.97,-0.01,0.88,0.01,0.93
Katy_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Katy_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,0.001,0.72,0.001,0.59,-0.01,0.61,-0.02,0.77,0.001,0.55,0.01,0.67
Katy_ISD_Grade 5 Reading+_At Masters Grade Level,Katy_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.03,0.45,0.03,0.32,0.03,0.34,0.03,0.51,0.02,0.27,0.04,0.41
Katy_ISD_Grade 5 Science_At Approaches Grade Level or Above,Katy_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,-0.02,0.88,-0.04,0.76,-0.01,0.84,-0.01,0.93,-0.03,0.79,0.02,0.88
Katy_ISD_Grade 5 Science_At Meets Grade Level or Above,Katy_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.07,0.68,0.07,0.5,0.09,0.58,0.06,0.74,0.08,0.52,0.09,0.65
Katy_ISD_Grade 5 Science_At Masters Grade Level,Katy_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.07,0.39,0.05,0.24,0.07,0.27,0.08,0.44,0.05,0.23,0.07,0.36
Katy_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Katy_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.02,0.92,0.02,0.86,0.02,0.88,0.02,0.96,0.02,0.85,0.03,0.91
Katy_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Katy_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.03,0.67,0.01,0.5,0.05,0.54,0.04,0.76,0.02,0.46,0.05,0.63
Katy_ISD_Grade 6 Mathematics_At Masters Grade Level,Katy_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.05,0.39,0.001,0.22,0.05,0.25,0.05,0.44,0.02,0.18,0.07,0.36
Katy_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Katy_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,0.001,0.84,0.03,0.77,-0.01,0.76,0.01,0.89,-0.02,0.7,-0.01,0.78
Katy_ISD_Grade 6 Reading_At Meets Grade Level or Above,Katy_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,0.001,0.56,0.001,0.44,0.001,0.43,0.001,0.63,-0.04,0.35,0.001,0.48
Katy_ISD_Grade 6 Reading_At Masters Grade Level,Katy_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.01,0.31,-0.01,0.2,0.001,0.21,-0.03,0.35,-0.03,0.15,0.02,0.27
Katy_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Katy_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.04,0.84,0.09,0.76,0.04,0.81,0.02,0.89,0.03,0.77,0.05,0.82
Katy_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Katy_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.05,0.47,0.06,0.33,0.05,0.39,0.06,0.59,0.05,0.34,0.06,0.39
Katy_ISD_Grade 7 Mathematics_At Masters Grade Level,Katy_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,-0.02,0.11,-0.02,0.05,0.001,0.09,-0.02,0.16,-0.03,0.06,-0.01,0.1
Katy_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Katy_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.01,0.9,0.03,0.83,0.01,0.85,0.01,0.94,0.01,0.81,0.04,0.86
Katy_ISD_Grade 7 Reading_At Meets Grade Level or Above,Katy_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.03,0.71,0.02,0.57,0.05,0.61,0.02,0.77,0.02,0.53,0.11,0.64
Katy_ISD_Grade 7 Reading_At Masters Grade Level,Katy_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.02,0.5,-0.02,0.33,0.01,0.37,0.04,0.57,0.01,0.31,0.09,0.43
Klein_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Klein_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,-0.03,0.81,-0.01,0.71,-0.03,0.77,-0.01,0.89,-0.02,0.73,-0.01,0.78
Klein_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Klein_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,-0.02,0.51,-0.02,0.36,-0.03,0.42,-0.01,0.63,-0.02,0.38,0.001,0.45
Klein_ISD_Grade 3 Mathematics_At Masters Grade Level,Klein_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,-0.02,0.24,-0.04,0.12,-0.03,0.17,0.01,0.34,0.001,0.16,0.001,0.2
Klein_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Klein_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,-0.01,0.81,0.02,0.73,-0.01,0.75,-0.02,0.89,0.001,0.72,0.01,0.74
Klein_ISD_Grade 3 Reading_At Meets Grade Level or Above,Klein_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.03,0.5,0.03,0.39,0.04,0.4,0.001,0.62,0.04,0.37,0.08,0.38
Klein_ISD_Grade 3 Reading_At Masters Grade Level,Klein_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.04,0.31,0.03,0.21,0.05,0.24,0.03,0.41,0.07,0.22,0.09,0.23
Klein_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Klein_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.05,0.79,-0.04,0.66,-0.06,0.74,-0.04,0.87,-0.05,0.7,-0.03,0.76
Klein_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Klein_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.06,0.51,0.001,0.36,-0.05,0.44,-0.07,0.63,-0.02,0.4,-0.02,0.47
Klein_ISD_Grade 4 Mathematics_At Masters Grade Level,Klein_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,-0.04,0.3,0.02,0.19,-0.03,0.23,-0.03,0.41,0.001,0.2,0.001,0.25
Klein_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Klein_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,0.03,0.8,0.06,0.68,0.05,0.76,0.01,0.89,0.06,0.72,0.11,0.76
Klein_ISD_Grade 4 Reading_At Meets Grade Level or Above,Klein_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,-0.03,0.48,0.001,0.34,-0.04,0.38,0.001,0.64,0.001,0.35,0.001,0.37
Klein_ISD_Grade 4 Reading_At Masters Grade Level,Klein_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.05,0.24,-0.01,0.15,-0.04,0.17,-0.04,0.35,-0.02,0.14,-0.05,0.14
Klein_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Klein_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,-0.03,0.93,-0.01,0.89,-0.03,0.92,-0.02,0.96,-0.04,0.89,-0.02,0.92
Klein_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Klein_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,0.001,0.66,-0.01,0.49,-0.01,0.59,0.001,0.77,-0.01,0.54,0.001,0.6
Klein_ISD_Grade 5 Mathematics+_At Masters Grade Level,Klein_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.07,0.44,0.04,0.26,0.07,0.36,0.09,0.56,0.06,0.31,0.06,0.38
Klein_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Klein_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.001,0.89,0.04,0.83,0.001,0.85,0.01,0.95,0.001,0.82,0.001,0.82
Klein_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Klein_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,-0.03,0.58,-0.02,0.46,-0.04,0.48,-0.04,0.71,-0.01,0.45,-0.03,0.44
Klein_ISD_Grade 5 Reading+_At Masters Grade Level,Klein_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.02,0.34,0.04,0.22,0.01,0.25,0.03,0.45,0.02,0.21,0.02,0.23
Klein_ISD_Grade 5 Science_At Approaches Grade Level or Above,Klein_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,-0.03,0.78,-0.01,0.66,-0.04,0.71,0.001,0.91,-0.03,0.68,-0.02,0.7
Klein_ISD_Grade 5 Science_At Meets Grade Level or Above,Klein_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.08,0.54,0.03,0.33,0.07,0.44,0.1,0.7,0.06,0.38,0.07,0.42
Klein_ISD_Grade 5 Science_At Masters Grade Level,Klein_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.07,0.29,0.02,0.12,0.05,0.2,0.13,0.44,0.05,0.17,0.05,0.19
Klein_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Klein_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.05,0.83,0.08,0.73,0.05,0.79,0.03,0.89,0.05,0.75,0.05,0.78
Klein_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Klein_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.04,0.47,0.12,0.36,0.03,0.39,0.06,0.59,0.05,0.36,0.01,0.39
Klein_ISD_Grade 6 Mathematics_At Masters Grade Level,Klein_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.03,0.17,0.01,0.08,0.02,0.12,0.04,0.23,0.02,0.11,0.03,0.14
Klein_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Klein_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,-0.04,0.73,-0.04,0.6,-0.05,0.65,-0.01,0.85,-0.07,0.59,-0.1,0.58
Klein_ISD_Grade 6 Reading_At Meets Grade Level or Above,Klein_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.04,0.43,-0.02,0.3,-0.03,0.33,-0.02,0.58,-0.04,0.29,-0.07,0.26
Klein_ISD_Grade 6 Reading_At Masters Grade Level,Klein_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.02,0.21,-0.02,0.13,0.001,0.15,-0.01,0.3,-0.02,0.13,-0.02,0.11
Klein_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Klein_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.02,0.82,0.03,0.69,0.03,0.78,0.02,0.9,0.03,0.73,0.01,0.74
Klein_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Klein_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.001,0.5,0.04,0.33,0.001,0.4,0.001,0.63,0.001,0.35,-0.02,0.36
Klein_ISD_Grade 7 Mathematics_At Masters Grade Level,Klein_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,-0.04,0.2,-0.02,0.09,-0.03,0.12,-0.05,0.27,-0.02,0.11,-0.02,0.12
Klein_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Klein_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,-0.01,0.8,0.001,0.7,0.001,0.75,0.01,0.89,0.001,0.71,0.001,0.68
Klein_ISD_Grade 7 Reading_At Meets Grade Level or Above,Klein_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.001,0.55,-0.03,0.4,0.001,0.46,0.03,0.69,0.001,0.41,0.01,0.38
Klein_ISD_Grade 7 Reading_At Masters Grade Level,Klein_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.001,0.34,-0.01,0.21,-0.02,0.25,0.01,0.45,-0.01,0.21,-0.01,0.18
La_Porte_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,La_Porte_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,-0.03,0.85,0.05,0.77,-0.04,0.84,-0.04,0.88,-0.07,0.79,-0.07,0.73
La_Porte_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,La_Porte_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,-0.06,0.5,-0.04,0.34,-0.06,0.5,-0.06,0.54,-0.05,0.43,-0.17,0.37
La_Porte_ISD_Grade 3 Mathematics_At Masters Grade Level,La_Porte_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,-0.02,0.24,0.05,0.11,-0.04,0.23,0.001,0.29,0.03,0.21,0.001,0.2
La_Porte_ISD_Grade 3 Reading_At Approaches Grade Level or Above,La_Porte_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,-0.03,0.86,0.04,0.7,0.001,0.88,-0.08,0.88,-0.02,0.83,-0.06,0.8
La_Porte_ISD_Grade 3 Reading_At Meets Grade Level or Above,La_Porte_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.04,0.53,0.1,0.34,0.06,0.53,0.001,0.56,0.06,0.46,0.16,0.43
La_Porte_ISD_Grade 3 Reading_At Masters Grade Level,La_Porte_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.06,0.32,0.11,0.17,0.03,0.32,0.06,0.34,0.07,0.26,0.09,0.22
La_Porte_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,La_Porte_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.08,0.84,-0.2,0.68,-0.04,0.87,-0.1,0.83,-0.1,0.81,-0.05,0.85
La_Porte_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,La_Porte_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.13,0.55,-0.14,0.41,-0.08,0.56,-0.19,0.55,-0.13,0.49,-0.12,0.5
La_Porte_ISD_Grade 4 Mathematics_At Masters Grade Level,La_Porte_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,-0.09,0.29,-0.18,0.17,-0.05,0.28,-0.14,0.3,-0.12,0.21,-0.1,0.17
La_Porte_ISD_Grade 4 Reading_At Approaches Grade Level or Above,La_Porte_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,0.03,0.86,0.1,0.85,0.01,0.84,0.05,0.89,0.02,0.82,-0.02,0.78
La_Porte_ISD_Grade 4 Reading_At Meets Grade Level or Above,La_Porte_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,-0.03,0.51,0.01,0.39,-0.02,0.5,-0.02,0.55,-0.02,0.43,-0.07,0.36
La_Porte_ISD_Grade 4 Reading_At Masters Grade Level,La_Porte_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.04,0.23,0.02,0.17,-0.03,0.23,-0.05,0.24,-0.06,0.16,-0.07,0.13
La_Porte_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,La_Porte_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,0.001,0.98,-0.01,0.97,0.01,0.98,0.001,0.98,0.03,0.99,0.02,1
La_Porte_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,La_Porte_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,-0.03,0.74,-0.2,0.6,-0.02,0.73,-0.01,0.77,-0.04,0.67,-0.07,0.67
La_Porte_ISD_Grade 5 Mathematics+_At Masters Grade Level,La_Porte_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.03,0.47,0.02,0.4,0.04,0.46,0.04,0.5,0.02,0.39,0.06,0.41
La_Porte_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,La_Porte_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.03,0.95,-0.13,0.83,0.05,0.95,0.01,0.96,0.04,0.93,-0.01,0.91
La_Porte_ISD_Grade 5 Reading+_At Meets Grade Level or Above,La_Porte_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,-0.07,0.57,-0.28,0.34,-0.08,0.56,-0.02,0.61,-0.06,0.51,-0.09,0.49
