Primary_Key,School_Name,Grade_STAAR_Test,Mastery_Level,School_Year,YOY_State,State,YOY_Region,Region_04,YOY_District,District,YOY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Cypress_Fairbanks_ISD_Grade 6 Mathematics_At Masters Grade Level,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.04,0.29,0.01,0.15,0.05,0.2,0.06,0.45,0.04,0.18,0.02,0.18
Cypress_Fairbanks_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Cypress_Fairbanks_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,-0.01,0.75,-0.03,0.65,0.001,0.7,-0.01,0.86,-0.01,0.66,-0.05,0.61
Cypress_Fairbanks_ISD_Grade 6 Reading_At Meets Grade Level or Above,Cypress_Fairbanks_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.03,0.45,0.001,0.34,-0.01,0.37,-0.02,0.61,-0.02,0.33,-0.06,0.27
Cypress_Fairbanks_ISD_Grade 6 Reading_At Masters Grade Level,Cypress_Fairbanks_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.02,0.23,-0.01,0.14,0.001,0.17,-0.02,0.35,-0.01,0.14,-0.03,0.11
Cypress_Fairbanks_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.02,0.84,0.03,0.74,0.01,0.79,0.01,0.93,0.03,0.77,0.02,0.74
Cypress_Fairbanks_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.03,0.56,0.03,0.4,0.02,0.46,0.05,0.74,0.03,0.43,0.03,0.38
Cypress_Fairbanks_ISD_Grade 7 Mathematics_At Masters Grade Level,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,-0.03,0.26,-0.01,0.13,-0.04,0.17,-0.04,0.39,-0.03,0.15,-0.01,0.14
Cypress_Fairbanks_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Cypress_Fairbanks_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.02,0.84,0.04,0.76,0.001,0.79,0.01,0.92,0.03,0.77,0.01,0.71
Cypress_Fairbanks_ISD_Grade 7 Reading_At Meets Grade Level or Above,Cypress_Fairbanks_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.03,0.59,0.04,0.47,0.03,0.51,0.03,0.74,0.03,0.47,0.02,0.38
Cypress_Fairbanks_ISD_Grade 7 Reading_At Masters Grade Level,Cypress_Fairbanks_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,0.03,0.37,0.04,0.27,0.02,0.28,0.03,0.5,0.03,0.26,0.04,0.19
Deer_Park_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,-0.02,0.82,0.001,0.67,-0.01,0.81,-0.04,0.85,-0.05,0.76,-0.05,0.8
Deer_Park_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Deer_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,0.01,0.49,-0.11,0.22,0.001,0.44,0.001,0.58,-0.02,0.38,0.01,0.42
Deer_Park_ISD_Grade 3 Mathematics_At Masters Grade Level,Deer_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,-0.01,0.22,-0.02,0.06,-0.03,0.17,0.01,0.29,-0.05,0.12,0.01,0.15
Deer_Park_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,-0.01,0.82,-0.11,0.67,-0.01,0.77,-0.03,0.88,-0.03,0.74,-0.12,0.66
Deer_Park_ISD_Grade 3 Reading_At Meets Grade Level or Above,Deer_Park_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,-0.01,0.45,0.05,0.22,-0.02,0.39,-0.01,0.55,-0.05,0.33,-0.09,0.32
Deer_Park_ISD_Grade 3 Reading_At Masters Grade Level,Deer_Park_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.01,0.25,0.02,0.06,0.001,0.2,0.001,0.33,-0.01,0.15,-0.05,0.13
Deer_Park_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.03,0.83,-0.04,0.67,-0.02,0.8,-0.04,0.89,-0.04,0.76,0.001,0.81
Deer_Park_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Deer_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.05,0.54,0.001,0.29,-0.05,0.48,-0.07,0.64,-0.06,0.44,-0.07,0.43
Deer_Park_ISD_Grade 4 Mathematics_At Masters Grade Level,Deer_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,-0.01,0.33,0.11,0.24,-0.03,0.26,0.03,0.44,0.001,0.23,-0.07,0.19
Deer_Park_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,-0.01,0.8,-0.24,0.62,0.01,0.75,-0.03,0.88,0.001,0.73,0.04,0.66
Deer_Park_ISD_Grade 4 Reading_At Meets Grade Level or Above,Deer_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,-0.06,0.45,-0.1,0.33,-0.05,0.37,-0.02,0.61,-0.08,0.33,-0.05,0.26
Deer_Park_ISD_Grade 4 Reading_At Masters Grade Level,Deer_Park_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,0.001,0.22,0.001,0.14,-0.02,0.16,0.03,0.32,-0.02,0.13,-0.04,0.07
Deer_Park_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,0.001,0.96,0.001,0.95,0.001,0.95,0.001,0.98,0.01,0.95,0.001,0.95
Deer_Park_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Deer_Park_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,-0.07,0.56,0.06,0.41,-0.13,0.48,0.03,0.7,-0.09,0.48,-0.24,0.4
Deer_Park_ISD_Grade 5 Mathematics+_At Masters Grade Level,Deer_Park_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.07,0.31,-0.01,0.14,0.05,0.26,0.12,0.41,0.03,0.25,-0.04,0.17
Deer_Park_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.04,0.92,0.07,0.88,0.04,0.89,0.03,0.96,0.04,0.87,0.06,0.84
Deer_Park_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Deer_Park_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,0.03,0.57,0.001,0.38,0.02,0.5,0.05,0.68,0.03,0.47,0.03,0.44
Deer_Park_ISD_Grade 5 Reading+_At Masters Grade Level,Deer_Park_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.05,0.28,-0.07,0.17,0.06,0.24,0.08,0.35,0.07,0.21,-0.03,0.14
Deer_Park_ISD_Grade 5 Science_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,0.001,0.86,-0.07,0.79,0.001,0.81,0.01,0.95,-0.01,0.79,0.02,0.74
Deer_Park_ISD_Grade 5 Science_At Meets Grade Level or Above,Deer_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.08,0.62,0.23,0.46,0.06,0.54,0.14,0.77,0.1,0.52,0.05,0.43
Deer_Park_ISD_Grade 5 Science_At Masters Grade Level,Deer_Park_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.1,0.33,0.12,0.21,0.1,0.25,0.12,0.46,0.09,0.23,0.08,0.19
Deer_Park_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.001,0.86,-0.09,0.67,-0.01,0.84,0.01,0.9,0.001,0.82,-0.05,0.84
Deer_Park_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Deer_Park_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.01,0.54,-0.24,0.19,0.001,0.49,0.02,0.62,0.001,0.44,-0.02,0.47
Deer_Park_ISD_Grade 6 Mathematics_At Masters Grade Level,Deer_Park_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.03,0.22,-0.04,0.1,0.03,0.19,0.04,0.27,0.001,0.14,0.01,0.13
Deer_Park_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,-0.03,0.71,-0.11,0.6,-0.03,0.67,0.001,0.78,-0.06,0.61,-0.08,0.63
Deer_Park_ISD_Grade 6 Reading_At Meets Grade Level or Above,Deer_Park_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.02,0.38,0.03,0.32,-0.02,0.32,-0.03,0.45,-0.04,0.26,-0.07,0.26
Deer_Park_ISD_Grade 6 Reading_At Masters Grade Level,Deer_Park_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.04,0.16,0.02,0.12,-0.01,0.13,-0.06,0.21,-0.02,0.1,-0.04,0.08
Deer_Park_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.03,0.86,0.04,0.75,0.04,0.84,0.01,0.9,0.05,0.8,0.06,0.81
Deer_Park_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Deer_Park_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.05,0.56,0.001,0.32,0.05,0.52,0.03,0.63,0.05,0.47,0.08,0.51
Deer_Park_ISD_Grade 7 Mathematics_At Masters Grade Level,Deer_Park_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,-0.03,0.2,-0.03,0.11,-0.01,0.18,-0.04,0.24,-0.03,0.15,-0.02,0.19
Deer_Park_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Deer_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.01,0.8,0.19,0.75,0.02,0.76,-0.04,0.84,0.03,0.73,-0.01,0.71
Deer_Park_ISD_Grade 7 Reading_At Meets Grade Level or Above,Deer_Park_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,-0.03,0.49,0.12,0.36,-0.05,0.42,-0.03,0.6,0.001,0.4,-0.1,0.34
Deer_Park_ISD_Grade 7 Reading_At Masters Grade Level,Deer_Park_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,-0.02,0.28,-0.05,0.11,-0.01,0.22,-0.04,0.37,0.001,0.2,-0.03,0.17
Galena_Park_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,0.01,0.8,-0.04,0.7,0.02,0.82,0.02,0.83,0.01,0.79,0.001,0.83
Galena_Park_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Galena_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,0.001,0.46,-0.09,0.3,0.01,0.48,-0.02,0.46,-0.01,0.44,-0.01,0.49
Galena_Park_ISD_Grade 3 Mathematics_At Masters Grade Level,Galena_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,0.001,0.2,-0.04,0.12,0.001,0.21,0.06,0.22,-0.01,0.19,-0.01,0.22
Galena_Park_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,0.01,0.76,-0.05,0.7,0.02,0.77,-0.04,0.69,0.01,0.75,0.001,0.77
Galena_Park_ISD_Grade 3 Reading_At Meets Grade Level or Above,Galena_Park_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.04,0.41,0.02,0.36,0.05,0.42,0.05,0.44,0.03,0.39,0.02,0.43
Galena_Park_ISD_Grade 3 Reading_At Masters Grade Level,Galena_Park_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.05,0.22,0.02,0.18,0.05,0.22,0.09,0.31,0.06,0.21,0.04,0.22
Galena_Park_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.05,0.78,-0.07,0.73,-0.06,0.78,0.02,0.81,-0.05,0.77,-0.07,0.78
Galena_Park_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Galena_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,-0.02,0.47,-0.04,0.39,-0.02,0.48,0.05,0.55,-0.03,0.45,-0.03,0.48
Galena_Park_ISD_Grade 4 Mathematics_At Masters Grade Level,Galena_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,0.01,0.26,-0.05,0.17,0.02,0.27,0.04,0.34,0.02,0.25,0.04,0.28
Galena_Park_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,0.05,0.72,0.04,0.68,0.05,0.72,0.1,0.8,0.05,0.71,0.05,0.71
Galena_Park_ISD_Grade 4 Reading_At Meets Grade Level or Above,Galena_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,0.01,0.36,0.01,0.3,0.02,0.37,0.001,0.42,0.02,0.35,0.01,0.36
Galena_Park_ISD_Grade 4 Reading_At Masters Grade Level,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.01,0.15,-0.05,0.12,0.001,0.15,-0.04,0.17,-0.01,0.14,0.01,0.16
Galena_Park_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,-0.02,0.92,-0.01,0.89,-0.03,0.92,-0.12,0.85,-0.03,0.91,-0.01,0.94
Galena_Park_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Galena_Park_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,-0.04,0.59,-0.06,0.44,-0.04,0.61,-0.11,0.6,-0.05,0.57,-0.07,0.62
Galena_Park_ISD_Grade 5 Mathematics+_At Masters Grade Level,Galena_Park_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.06,0.36,0.04,0.24,0.06,0.37,0.1,0.47,0.05,0.34,0.03,0.38
Galena_Park_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.001,0.84,-0.05,0.79,0.01,0.85,-0.01,0.84,-0.01,0.83,0.02,0.86
Galena_Park_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Galena_Park_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,-0.02,0.45,-0.03,0.42,-0.03,0.44,0.03,0.54,-0.05,0.42,-0.04,0.44
Galena_Park_ISD_Grade 5 Reading+_At Masters Grade Level,Galena_Park_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.02,0.19,0.02,0.17,0.01,0.18,0.07,0.3,0.01,0.17,0.01,0.17
Galena_Park_ISD_Grade 5 Science_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,-0.03,0.76,-0.05,0.68,-0.02,0.77,-0.04,0.8,-0.02,0.75,-0.01,0.78
Galena_Park_ISD_Grade 5 Science_At Meets Grade Level or Above,Galena_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.09,0.48,0.06,0.35,0.09,0.49,0.1,0.56,0.09,0.46,0.1,0.5
Galena_Park_ISD_Grade 5 Science_At Masters Grade Level,Galena_Park_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.07,0.2,0.01,0.1,0.07,0.2,0.13,0.27,0.06,0.18,0.06,0.2
Galena_Park_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.03,0.81,0.04,0.8,0.04,0.81,0.05,0.87,0.03,0.8,0.03,0.81
Galena_Park_ISD_Grade 6 Mathematics_At Meets Grade Level or Above,Galena_Park_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2019,0.03,0.47,0.02,0.48,0.02,0.46,0.001,0.41,0.02,0.46,0.07,0.52,0.02,0.44,0.02,0.47
Galena_Park_ISD_Grade 6 Mathematics_At Masters Grade Level,Galena_Park_ISD,Grade 6 Mathematics,At Masters Grade Level,2019,0.03,0.21,0.02,0.22,0.04,0.19,0.04,0.15,0.04,0.2,0.07,0.22,0.04,0.18,0.04,0.21
Galena_Park_ISD_Grade 6 Reading_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2019,-0.01,0.68,-0.02,0.69,-0.02,0.66,-0.02,0.63,-0.02,0.66,0.04,0.72,-0.01,0.65,-0.03,0.64
Galena_Park_ISD_Grade 6 Reading_At Meets Grade Level or Above,Galena_Park_ISD,Grade 6 Reading,At Meets Grade Level or Above,2019,-0.02,0.37,-0.03,0.38,-0.01,0.3,-0.02,0.29,-0.02,0.29,0.1,0.42,-0.02,0.28,0.001,0.28
Galena_Park_ISD_Grade 6 Reading_At Masters Grade Level,Galena_Park_ISD,Grade 6 Reading,At Masters Grade Level,2019,-0.01,0.18,-0.01,0.19,-0.01,0.12,0.04,0.11,-0.02,0.11,0.02,0.16,-0.02,0.1,0.01,0.12
Galena_Park_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2019,0.03,0.75,0.02,0.77,0.05,0.69,0.03,0.68,0.04,0.68,0.12,0.74,0.05,0.68,0.04,0.67
Galena_Park_ISD_Grade 7 Mathematics_At Meets Grade Level or Above,Galena_Park_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2019,0.03,0.43,0.03,0.46,0.04,0.23,0.08,0.26,0.02,0.22,0.15,0.26,0.03,0.22,0.001,0.2
Galena_Park_ISD_Grade 7 Mathematics_At Masters Grade Level,Galena_Park_ISD,Grade 7 Mathematics,At Masters Grade Level,2019,-0.01,0.17,-0.02,0.18,0.001,0.02,-0.02,0.02,0.001,0.02,0.02,0.02,0.001,0.02,0.001,0.02
Galena_Park_ISD_Grade 7 Reading_At Approaches Grade Level or Above,Galena_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2019,0.02,0.76,0.01,0.77,0.01,0.74,-0.02,0.73,0.03,0.75,-0.04,0.71,0.001,0.72,0.01,0.73
Galena_Park_ISD_Grade 7 Reading_At Meets Grade Level or Above,Galena_Park_ISD,Grade 7 Reading,At Meets Grade Level or Above,2019,0.01,0.49,0.01,0.51,0.001,0.43,-0.07,0.38,0.01,0.43,0.001,0.46,0.001,0.41,0.001,0.4
Galena_Park_ISD_Grade 7 Reading_At Masters Grade Level,Galena_Park_ISD,Grade 7 Reading,At Masters Grade Level,2019,0.001,0.29,0.01,0.31,-0.02,0.2,-0.02,0.16,-0.02,0.2,0.06,0.29,-0.02,0.19,-0.04,0.18
Goose_Creek_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,0.01,0.79,0,0.79,0.02,0.75,-0.02,0.62,0.001,0.74,0.05,0.82,0.01,0.72,-0.02,0.73
Goose_Creek_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,0.02,0.49,0.01,0.49,0.02,0.41,0.001,0.28,0.02,0.41,0.03,0.48,0.01,0.37,-0.02,0.4
Goose_Creek_ISD_Grade 3 Mathematics_At Masters Grade Level,Goose_Creek_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,0.02,0.25,0.01,0.25,0.04,0.19,0.02,0.11,0.03,0.19,0.05,0.23,0.03,0.17,0.03,0.2
Goose_Creek_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,-0.01,0.76,-0.01,0.76,-0.01,0.72,0.001,0.66,-0.02,0.7,0.001,0.8,-0.02,0.68,-0.02,0.69
Goose_Creek_ISD_Grade 3 Reading_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,0.02,0.45,0.02,0.46,0.02,0.37,-0.05,0.27,0.03,0.35,0.01,0.45,0.02,0.33,0.03,0.33
Goose_Creek_ISD_Grade 3 Reading_At Masters Grade Level,Goose_Creek_ISD,Grade 3 Reading,At Masters Grade Level,2019,0.02,0.27,0.03,0.28,0.04,0.21,0.001,0.14,0.04,0.19,0.03,0.27,0.03,0.17,0.04,0.16
Goose_Creek_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,-0.03,0.75,-0.04,0.76,-0.04,0.71,-0.02,0.66,-0.03,0.71,-0.06,0.75,-0.03,0.68,-0.06,0.71
Goose_Creek_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,-0.01,0.48,-0.02,0.49,0.001,0.41,-0.02,0.29,0.01,0.42,-0.03,0.45,0.001,0.37,-0.02,0.42
Goose_Creek_ISD_Grade 4 Mathematics_At Masters Grade Level,Goose_Creek_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,0.01,0.28,0.01,0.3,0.02,0.22,0.001,0.13,0.04,0.22,0.001,0.26,0.02,0.19,0.04,0.23
Goose_Creek_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,0.02,0.75,0.02,0.75,0.04,0.71,0.04,0.66,0.06,0.71,-0.04,0.73,0.03,0.67,0.05,0.7
Goose_Creek_ISD_Grade 4 Reading_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,-0.02,0.44,-0.01,0.45,-0.01,0.37,-0.01,0.32,0.01,0.36,-0.04,0.45,0.001,0.33,0.001,0.33
Goose_Creek_ISD_Grade 4 Reading_At Masters Grade Level,Goose_Creek_ISD,Grade 4 Reading,At Masters Grade Level,2019,-0.02,0.22,-0.02,0.23,-0.02,0.16,-0.02,0.11,-0.01,0.16,-0.04,0.21,0.001,0.14,-0.01,0.14
Goose_Creek_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,-0.01,0.9,-0.01,0.89,-0.01,0.87,0.01,0.83,-0.01,0.88,0.01,0.92,-0.01,0.86,-0.02,0.89
Goose_Creek_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,0.001,0.58,0.01,0.59,-0.04,0.51,-0.04,0.42,-0.03,0.51,-0.03,0.57,-0.06,0.46,0.001,0.56
Goose_Creek_ISD_Grade 5 Mathematics+_At Masters Grade Level,Goose_Creek_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,0.06,0.36,0.07,0.38,0.03,0.29,0.01,0.18,0.03,0.29,0.08,0.36,0.02,0.25,0.06,0.34
Goose_Creek_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,0.02,0.86,0.03,0.86,0.03,0.83,0.1,0.82,0.03,0.81,0.04,0.91,0.04,0.8,0.001,0.81
Goose_Creek_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,0.001,0.54,0,0.54,-0.03,0.43,-0.03,0.36,-0.03,0.41,-0.03,0.52,-0.05,0.37,-0.02,0.4
Goose_Creek_ISD_Grade 5 Reading+_At Masters Grade Level,Goose_Creek_ISD,Grade 5 Reading+,At Masters Grade Level,2019,0.03,0.29,0.03,0.3,0.01,0.21,0.02,0.17,0.01,0.19,0.02,0.29,-0.01,0.16,0.02,0.18
Goose_Creek_ISD_Grade 5 Science_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,-0.01,0.75,-0.01,0.75,-0.01,0.76,-0.01,0.68,-0.02,0.75,0.001,0.83,-0.01,0.73,-0.04,0.75
Goose_Creek_ISD_Grade 5 Science_At Meets Grade Level or Above,Goose_Creek_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,0.08,0.49,0.08,0.5,0.09,0.51,0.07,0.42,0.09,0.49,0.15,0.66,0.07,0.45,0.08,0.48
Goose_Creek_ISD_Grade 5 Science_At Masters Grade Level,Goose_Creek_ISD,Grade 5 Science,At Masters Grade Level,2019,0.07,0.24,0.07,0.25,0.09,0.24,0.04,0.15,0.09,0.22,0.16,0.34,0.07,0.19,0.09,0.24
Goose_Creek_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above,Goose_Creek_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2019,0.04,0.81,0.03,0.81,0.06,0.8,0.09,0.75,0.06,0.8,0.01,0.82,0.05,0.77,0.03,0.78
