Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,YoY_State,State,YoY_Region,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL,Zipcode
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.03,0.16,-0.02,0.02,0.04,0.15,-0.01,0.2,0.03,0.13,0.1,0.13,77532
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.03,0.16,-0.02,0.02,0.04,0.15,-0.01,0.2,0.03,0.13,0.1,0.13,77532
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.09,0.4,-0.11,0.17,0.16,0.4,0.05,0.47,0.08,0.32,0.23,0.34,77532
Crosby_ISD_Grade 5 Science,Crosby_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.09,0.4,-0.11,0.17,0.16,0.4,0.05,0.47,0.08,0.32,0.23,0.34,77532
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.01,0.11,0.08,0.11,0.04,0.12,-0.01,0.13,0.03,0.09,0.03,0.1,77532
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.01,0.11,0.08,0.11,0.04,0.12,-0.01,0.13,0.03,0.09,0.03,0.1,77532
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.04,0.36,0.09,0.25,0.08,0.35,-0.04,0.41,0.11,0.32,0.08,0.32,77532
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.04,0.36,0.09,0.25,0.08,0.35,-0.04,0.41,0.11,0.32,0.08,0.32,77532
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.02,0.72,0.12,0.68,-0.02,0.69,0.01,0.77,0.01,0.68,-0.06,0.63,77532
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.02,0.72,0.12,0.68,-0.02,0.69,0.01,0.77,0.01,0.68,-0.06,0.63,77532
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.05,0.15,0.06,0.09,0.03,0.12,0.06,0.21,0.05,0.11,-0.03,0.06,77532
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.05,0.15,0.06,0.09,0.03,0.12,0.06,0.21,0.05,0.11,-0.03,0.06,77532
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.08,0.66,0.15,0.55,0.03,0.62,0.1,0.74,0.07,0.58,-0.08,0.5,77532
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.08,0.66,0.15,0.55,0.03,0.62,0.1,0.74,0.07,0.58,-0.08,0.5,77532
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.1,0.35,0.07,0.2,0.13,0.34,0.07,0.41,0.12,0.28,0.11,0.27,77532
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.1,0.35,0.07,0.2,0.13,0.34,0.07,0.41,0.12,0.28,0.11,0.27,77532
Crosby_ISD_Grade 7 Mathematics,Crosby_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.01,0.12,-0.06,0.03,0.02,0.12,0.05,0.18,0.03,0.11,0.02,0.07,77532
Crosby_ISD_Grade 7 Mathematics,Crosby_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.01,0.12,-0.06,0.03,0.02,0.12,0.05,0.18,0.03,0.11,0.02,0.07,77532
Crosby_ISD_Grade 7 Mathematics,Crosby_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0,0.31,-0.08,0.17,0,0.3,0.05,0.39,0.01,0.25,0.02,0.25,77532
Crosby_ISD_Grade 7 Mathematics,Crosby_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0,0.31,-0.08,0.17,0,0.3,0.05,0.39,0.01,0.25,0.02,0.25,77532
Crosby_ISD_Grade 7 Mathematics,Crosby_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.02,0.64,-0.04,0.45,0.05,0.67,-0.01,0.65,0.04,0.57,0.15,0.72,77532
Crosby_ISD_Grade 7 Mathematics,Crosby_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.02,0.64,-0.04,0.45,0.05,0.67,-0.01,0.65,0.04,0.57,0.15,0.72,77532
Crosby_ISD_Grade 7 Reading,Crosby_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.02,0.41,-0.1,0.23,0.04,0.41,0.04,0.48,0,0.35,0.06,0.36,77532
Crosby_ISD_Grade 7 Reading,Crosby_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.02,0.41,-0.1,0.23,0.04,0.41,0.04,0.48,0,0.35,0.06,0.36,77532
Crosby_ISD_Grade 7 Reading,Crosby_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.03,0.73,-0.01,0.63,0.04,0.72,0.05,0.79,-0.01,0.66,0.03,0.69,77532
Crosby_ISD_Grade 7 Reading,Crosby_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.03,0.73,-0.01,0.63,0.04,0.72,0.05,0.79,-0.01,0.66,0.03,0.69,77532
Crosby_ISD_Grade 7 Reading,Crosby_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.07,0.25,-0.12,0.09,0.1,0.25,0.1,0.31,0.06,0.2,0.09,0.18,77532
Crosby_ISD_Grade 7 Reading,Crosby_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.07,0.25,-0.12,0.09,0.1,0.25,0.1,0.31,0.06,0.2,0.09,0.18,77532
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.06,0.21,0.05,0.11,0.05,0.14,0.1,0.34,0.05,0.13,0.05,0.17,77065
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.06,0.21,0.05,0.11,0.05,0.14,0.1,0.34,0.05,0.13,0.05,0.17,77065
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021_2022,0.09,0.71,0.09,0.71,0.06,0.74,0.09,0.6,0.06,0.68,0.04,0.88,0.07,0.64,0.05,0.7,77065
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021_2022,0.09,0.71,0.09,0.71,0.06,0.74,0.09,0.6,0.06,0.68,0.04,0.88,0.07,0.64,0.05,0.7,77065
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.1,0.44,0.09,0.29,0.1,0.35,0.1,0.61,0.1,0.33,0.08,0.38,77065
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.1,0.44,0.09,0.29,0.1,0.35,0.1,0.61,0.1,0.33,0.08,0.38,77065
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.06,0.81,0.07,0.73,0.09,0.78,0.05,0.91,0.08,0.75,0.09,0.78,77065
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.06,0.81,0.07,0.73,0.09,0.78,0.05,0.91,0.08,0.75,0.09,0.78,77065
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.13,0.36,0.13,0.27,0.12,0.28,0.16,0.51,0.12,0.25,0.13,0.28,77065
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.13,0.36,0.13,0.27,0.12,0.28,0.16,0.51,0.12,0.25,0.13,0.28,77065
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.13,0.59,0.12,0.47,0.15,0.52,0.12,0.73,0.15,0.49,0.15,0.52,77065
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.51,0.13,0.52,0.13,0.59,0.12,0.47,0.15,0.52,0.12,0.73,0.15,0.49,0.15,0.52,77065
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,-0.01,0.21,0,0.09,0.01,0.14,-0.04,0.33,0.02,0.13,0.04,0.2,77065
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,-0.01,0.21,0,0.09,0.01,0.14,-0.04,0.33,0.02,0.13,0.04,0.2,77065
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.06,0.42,0.04,0.23,0.08,0.34,0.03,0.59,0.09,0.31,0.12,0.41,77065
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.06,0.42,0.04,0.23,0.08,0.34,0.03,0.59,0.09,0.31,0.12,0.41,77065
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.11,0.71,0.14,0.55,0.14,0.66,0.05,0.84,0.15,0.62,0.16,0.71,77065
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021_2022,0.11,0.7,0.1,0.7,0.11,0.71,0.14,0.55,0.14,0.66,0.05,0.84,0.15,0.62,0.16,0.71,77065
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.14,0.34,0.09,0.22,0.14,0.27,0.15,0.47,0.13,0.24,0.17,0.3,77065
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.14,0.34,0.09,0.22,0.14,0.27,0.15,0.47,0.13,0.24,0.17,0.3,77065
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.13,0.82,0.13,0.71,0.16,0.79,0.09,0.9,0.17,0.76,0.16,0.8,77065
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021_2022,0.14,0.77,0.14,0.77,0.13,0.82,0.13,0.71,0.16,0.79,0.09,0.9,0.17,0.76,0.16,0.8,77065
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021_2022,0.18,0.54,0.18,0.55,0.19,0.6,0.18,0.48,0.23,0.55,0.18,0.74,0.22,0.51,0.24,0.56,77065
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021_2022,0.18,0.54,0.18,0.55,0.19,0.6,0.18,0.48,0.23,0.55,0.18,0.74,0.22,0.51,0.24,0.56,77065
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0,0.25,0.001,0.26,0,0.31,0.01,0.16,0,0.23,-0.02,0.44,0.01,0.2,0.01,0.28,77065
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0,0.25,0.001,0.26,0,0.31,0.01,0.16,0,0.23,-0.02,0.44,0.01,0.2,0.01,0.28,77065
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.04,0.55,0.05,0.38,0.04,0.47,0.04,0.72,0.04,0.43,0.05,0.52,77065
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.04,0.55,0.05,0.38,0.04,0.47,0.04,0.72,0.04,0.43,0.05,0.52,77065
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.06,0.81,0.07,0.68,0.08,0.78,0.03,0.91,0.06,0.73,0.09,0.81,77065
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.06,0.81,0.07,0.68,0.08,0.78,0.03,0.91,0.06,0.73,0.09,0.81,77065
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.05,0.43,0.02,0.3,0.06,0.35,0.03,0.57,0.05,0.32,0.06,0.37,77065
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.05,0.43,0.02,0.3,0.06,0.35,0.03,0.57,0.05,0.32,0.06,0.37,77065
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.06,0.85,0.07,0.76,0.07,0.82,0.04,0.93,0.07,0.79,0.08,0.83,77065
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.81,0.08,0.81,0.06,0.85,0.07,0.76,0.07,0.82,0.04,0.93,0.07,0.79,0.08,0.83,77065
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.1,0.64,0.11,0.52,0.11,0.58,0.07,0.78,0.11,0.54,0.13,0.6,77065
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021_2022,0.12,0.58,0.11,0.58,0.1,0.64,0.11,0.52,0.11,0.58,0.07,0.78,0.11,0.54,0.13,0.6,77065
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.04,0.79,0.05,0.64,0.05,0.75,0.02,0.91,0.04,0.7,0.05,0.76,77065
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021_2022,0.04,0.66,0.04,0.66,0.04,0.79,0.05,0.64,0.05,0.75,0.02,0.91,0.04,0.7,0.05,0.76,77065
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.05,0.26,0.02,0.12,0.06,0.19,0.07,0.42,0.04,0.15,0.05,0.21,77065
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.05,0.26,0.02,0.12,0.06,0.19,0.07,0.42,0.04,0.15,0.05,0.21,77065
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.08,0.52,0.08,0.35,0.09,0.44,0.08,0.71,0.08,0.39,0.1,0.47,77065
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Meets Grade Level or Above,2021_2022,0.07,0.38,0.07,0.39,0.08,0.52,0.08,0.35,0.09,0.44,0.08,0.71,0.08,0.39,0.1,0.47,77065
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0,0.23,0.01,0.1,0,0.14,-0.01,0.37,0.01,0.13,0.02,0.13,77065
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0,0.23,0.01,0.1,0,0.14,-0.01,0.37,0.01,0.13,0.02,0.13,77065
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,-0.02,0.46,-0.01,0.29,0,0.37,-0.03,0.67,0,0.34,0.01,0.32,77065
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,-0.02,0.46,-0.01,0.29,0,0.37,-0.03,0.67,0,0.34,0.01,0.32,77065
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.01,0.78,0.02,0.65,0.02,0.74,-0.01,0.91,0.02,0.7,0.02,0.68,77065
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.01,0.78,0.02,0.65,0.02,0.74,-0.01,0.91,0.02,0.7,0.02,0.68,77065
Cypress_Fairbanks_ISD_Grade 6 Reading,Cypress_Fairbanks_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.04,0.77,0.04,0.65,0.07,0.74,0.02,0.89,0.06,0.7,0.07,0.66,77065
Cypress_Fairbanks_ISD_Grade 6 Reading,Cypress_Fairbanks_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.04,0.77,0.04,0.65,0.07,0.74,0.02,0.89,0.06,0.7,0.07,0.66,77065
Cypress_Fairbanks_ISD_Grade 6 Reading,Cypress_Fairbanks_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.12,0.32,0.09,0.21,0.11,0.24,0.16,0.48,0.09,0.21,0.06,0.16,77065
Cypress_Fairbanks_ISD_Grade 6 Reading,Cypress_Fairbanks_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.12,0.32,0.09,0.21,0.11,0.24,0.16,0.48,0.09,0.21,0.06,0.16,77065
Cypress_Fairbanks_ISD_Grade 6 Reading,Cypress_Fairbanks_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.1,0.53,0.08,0.39,0.13,0.46,0.11,0.71,0.11,0.42,0.11,0.36,77065
Cypress_Fairbanks_ISD_Grade 6 Reading,Cypress_Fairbanks_ISD,Grade 6 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.43,0.1,0.44,0.1,0.53,0.08,0.39,0.13,0.46,0.11,0.71,0.11,0.42,0.11,0.36,77065
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.04,0.24,0.03,0.11,0.03,0.15,0.06,0.39,0.03,0.14,0.04,0.13,77065
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.04,0.24,0.03,0.11,0.03,0.15,0.06,0.39,0.03,0.14,0.04,0.13,77065
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.06,0.47,0.05,0.27,0.05,0.37,0.1,0.69,0.07,0.34,0.06,0.3,77065
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.06,0.47,0.05,0.27,0.05,0.37,0.1,0.69,0.07,0.34,0.06,0.3,77065
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.04,0.73,0.06,0.58,0.04,0.67,0.06,0.91,0.06,0.63,0.05,0.59,77065
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.04,0.73,0.06,0.58,0.04,0.67,0.06,0.91,0.06,0.63,0.05,0.59,77065
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.1,0.68,0.1,0.55,0.1,0.61,0.11,0.84,0.12,0.58,0.12,0.48,77065
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.1,0.68,0.1,0.55,0.1,0.61,0.11,0.84,0.12,0.58,0.12,0.48,77065
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.07,0.88,0.09,0.81,0.07,0.85,0.05,0.95,0.08,0.82,0.09,0.77,77065
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.07,0.88,0.09,0.81,0.07,0.85,0.05,0.95,0.08,0.82,0.09,0.77,77065
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.14,0.49,0.09,0.33,0.12,0.4,0.19,0.66,0.13,0.37,0.12,0.28,77065
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Masters Grade Level,2021_2022,0.12,0.37,0.12,0.39,0.14,0.49,0.09,0.33,0.12,0.4,0.19,0.66,0.13,0.37,0.12,0.28,77065
Deer_Park_ISD_Grade 3 Mathematics,Deer_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.08,0.23,0.27,0.27,0.07,0.19,0.12,0.32,0.06,0.15,0.07,0.19,77536
Deer_Park_ISD_Grade 3 Mathematics,Deer_Park_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.08,0.23,0.27,0.27,0.07,0.19,0.12,0.32,0.06,0.15,0.07,0.19,77536
Deer_Park_ISD_Grade 3 Mathematics,Deer_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021_2022,0.09,0.71,0.09,0.71,0.02,0.72,0.2,0.53,-0.02,0.66,0.06,0.81,0,0.62,-0.07,0.65,77536
Deer_Park_ISD_Grade 3 Mathematics,Deer_Park_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021_2022,0.09,0.71,0.09,0.71,0.02,0.72,0.2,0.53,-0.02,0.66,0.06,0.81,0,0.62,-0.07,0.65,77536
Deer_Park_ISD_Grade 3 Mathematics,Deer_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.13,0.48,0.47,0.47,0.09,0.41,0.21,0.6,0.11,0.37,0.08,0.4,77536
Deer_Park_ISD_Grade 3 Mathematics,Deer_Park_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021_2022,0.12,0.43,0.13,0.44,0.13,0.48,0.47,0.47,0.09,0.41,0.21,0.6,0.11,0.37,0.08,0.4,77536
Deer_Park_ISD_Grade 3 Reading,Deer_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.1,0.82,0.43,0.87,0.11,0.77,0.06,0.89,0.1,0.74,0.06,0.7,77536
Deer_Park_ISD_Grade 3 Reading,Deer_Park_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.1,0.82,0.43,0.87,0.11,0.77,0.06,0.89,0.1,0.74,0.06,0.7,77536
Deer_Park_ISD_Grade 3 Reading,Deer_Park_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.11,0.34,0.27,0.27,0.09,0.28,0.14,0.45,0.08,0.23,0.03,0.18,77536
