Primary_Key,School_Name,Grade_STAAR_Test,Mastery_Level,School_Year,YOY_State,State,YOY_Region,Region_04,YOY_District,District,YOY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Spring_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Spring_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,-0.22,0.43,-0.26,0.29,-0.21,0.49,-0.17,0.61,-0.24,0.40,-0.21,0.50
Spring_ISD_Grade 4 Reading_At Masters Grade Level,Spring_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,-0.03,0.11,-0.03,0.06,-0.03,0.12,0.00,0.17,-0.03,0.09,-0.04,0.12
Spring_ISD_Grade 4 Reading_At Meets Grade Level or Above,Spring_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,-0.08,0.25,-0.07,0.18,-0.08,0.27,0.00,0.39,-0.08,0.23,-0.11,0.27
Spring_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Spring_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.15,0.48,-0.15,0.38,-0.15,0.53,-0.11,0.63,-0.15,0.46,-0.15,0.53
Spring_ISD_Grade 5 Mathematics+_At Masters Grade Level,Spring_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,0.25,-0.12,0.26,-0.10,0.15,-0.06,0.09,-0.14,0.16,-0.02,0.24,-0.10,0.14,-0.13,0.20
Spring_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Spring_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,0.44,-0.14,0.45,-0.15,0.31,-0.13,0.22,-0.17,0.35,-0.07,0.43,-0.14,0.30,-0.16,0.39
Spring_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Spring_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.20,0.70,-0.19,0.70,-0.25,0.58,-0.29,0.46,-0.25,0.63,-0.19,0.70,-0.27,0.56,-0.24,0.64
Spring_ISD_Grade 5 Reading+_At Masters Grade Level,Spring_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,0.30,0.01,0.31,-0.04,0.16,-0.03,0.12,-0.05,0.16,0.03,0.28,-0.03,0.15,-0.03,0.18
Spring_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Spring_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,0.46,-0.07,0.47,-0.11,0.30,-0.09,0.24,-0.14,0.31,-0.07,0.42,-0.11,0.28,-0.12,0.32
Spring_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Spring_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.13,0.73,-0.19,0.58,-0.21,0.50,-0.19,0.61,-0.20,0.68,-0.21,0.56,-0.17,0.62
Spring_ISD_Grade 5 Science_At Masters Grade Level,Spring_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,0.13,-0.11,0.14,-0.09,0.04,-0.05,0.03,-0.11,0.04,-0.08,0.10,-0.07,0.04,-0.11,0.04
Spring_ISD_Grade 5 Science_At Meets Grade Level or Above,Spring_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.32,-0.18,0.16,-0.14,0.11,-0.22,0.16,-0.11,0.34,-0.17,0.15,-0.21,0.16
Spring_ISD_Grade 5 Science_At Approaches Grade Level or Above,Spring_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,0.62,-0.13,0.62,-0.17,0.44,-0.16,0.35,-0.20,0.46,-0.10,0.62,-0.17,0.42,-0.19,0.46
Tomball_ISD_Grade 3 Mathematics_At Masters Grade Level,Tomball_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,0.14,-0.10,0.15,-0.09,0.29,0.01,0.26,-0.08,0.22,-0.12,0.29,-0.07,0.16,0.00,0.32
Tomball_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Tomball_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.31,-0.15,0.51,-0.07,0.42,-0.15,0.42,-0.17,0.51,-0.20,0.30,-0.14,0.47
Tomball_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Tomball_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.07,0.83,-0.07,0.70,-0.10,0.77,-0.09,0.84,-0.15,0.67,-0.09,0.80
Tomball_ISD_Grade 3 Reading_At Masters Grade Level,Tomball_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,0.19,-0.08,0.20,-0.05,0.37,0.03,0.33,-0.07,0.31,-0.05,0.39,-0.04,0.23,-0.07,0.33
Tomball_ISD_Grade 3 Reading_At Meets Grade Level or Above,Tomball_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,0.39,-0.07,0.39,0.00,0.62,-0.01,0.46,-0.01,0.54,0.00,0.65,-0.01,0.45,-0.02,0.54
Tomball_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Tomball_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,0.67,-0.08,0.68,-0.03,0.85,0.03,0.82,-0.05,0.80,-0.04,0.86,-0.09,0.72,-0.06,0.77
Tomball_ISD_Grade 4 Mathematics_At Masters Grade Level,Tomball_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,-0.04,0.43,-0.21,0.09,-0.04,0.34,-0.03,0.47,-0.08,0.21,0.04,0.42
Tomball_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Tomball_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,0.36,-0.12,0.37,-0.08,0.62,-0.33,0.26,-0.11,0.53,-0.06,0.66,-0.15,0.40,-0.03,0.60
Tomball_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Tomball_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,-0.10,0.82,-0.45,0.45,-0.11,0.78,-0.08,0.85,-0.18,0.66,-0.07,0.80
Tomball_ISD_Grade 4 Reading_At Masters Grade Level,Tomball_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,-0.02,0.35,-0.12,0.19,-0.05,0.26,0.01,0.39,-0.06,0.15,0.03,0.29
Tomball_ISD_Grade 4 Reading_At Meets Grade Level or Above,Tomball_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,-0.04,0.59,-0.21,0.34,-0.06,0.50,-0.02,0.64,-0.05,0.37,0.05,0.52
Tomball_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Tomball_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.07,0.82,-0.21,0.64,-0.07,0.76,-0.07,0.85,-0.10,0.66,-0.04,0.76
Tomball_ISD_Grade 5 Mathematics+_At Masters Grade Level,Tomball_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,0.25,-0.12,0.26,-0.12,0.46,-0.07,0.29,-0.13,0.34,-0.09,0.51,-0.10,0.26,-0.13,0.41
Tomball_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Tomball_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,0.44,-0.14,0.45,-0.08,0.70,-0.10,0.51,-0.12,0.61,-0.06,0.73,-0.10,0.50,-0.06,0.69
Tomball_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Tomball_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.20,0.70,-0.19,0.70,-0.08,0.90,-0.19,0.78,-0.10,0.87,-0.07,0.91,-0.20,0.77,-0.09,0.89
Tomball_ISD_Grade 5 Reading+_At Masters Grade Level,Tomball_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,0.30,0.01,0.31,0.03,0.49,0.07,0.40,0.02,0.40,0.04,0.54,0.02,0.27,0.06,0.39
Tomball_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Tomball_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,0.46,-0.07,0.47,-0.07,0.65,-0.02,0.54,-0.08,0.56,-0.07,0.70,-0.09,0.42,-0.03,0.57
Tomball_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Tomball_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.13,0.73,-0.08,0.87,-0.15,0.76,-0.11,0.83,-0.06,0.90,-0.15,0.73,-0.07,0.84
Tomball_ISD_Grade 5 Science_At Masters Grade Level,Tomball_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,0.13,-0.11,0.14,-0.11,0.31,-0.13,0.15,-0.10,0.22,-0.10,0.36,-0.11,0.14,-0.11,0.24
Tomball_ISD_Grade 5 Science_At Meets Grade Level or Above,Tomball_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.32,-0.12,0.60,-0.06,0.46,-0.14,0.48,-0.10,0.66,-0.14,0.37,-0.09,0.51
Tomball_ISD_Grade 5 Science_At Approaches Grade Level or Above,Tomball_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,0.62,-0.13,0.62,-0.02,0.88,-0.02,0.76,-0.03,0.81,0.00,0.92,-0.05,0.75,-0.02,0.83
YES_Prep_Grade 6 Mathematics_At Masters Grade Level,YES_Prep,Grade 6 Mathematics,At Masters Grade Level,2021,-0.06,0.15,-0.05,0.17,-0.09,0.09,-0.11,0.02,-0.10,0.09,-0.15,0.06,-0.09,0.08,-0.08,0.07
YES_Prep_Grade 6 Mathematics_At Meets Grade Level or Above,YES_Prep,Grade 6 Mathematics,At Meets Grade Level or Above,2021,-0.11,0.36,-0.11,0.37,-0.21,0.26,-0.17,0.17,-0.21,0.27,-0.33,0.24,-0.21,0.25,-0.18,0.25
YES_Prep_Grade 6 Mathematics_At Approaches Grade Level or Above,YES_Prep,Grade 6 Mathematics,At Approaches Grade Level or Above,2021,-0.13,0.68,-0.13,0.68,-0.23,0.61,-0.19,0.53,-0.24,0.62,-0.39,0.47,-0.24,0.60,-0.24,0.60
YES_Prep_Grade 6 Reading_At Masters Grade Level,YES_Prep,Grade 6 Reading,At Masters Grade Level,2021,-0.03,0.15,-0.03,0.16,-0.03,0.07,-0.05,0.04,-0.02,0.08,-0.05,0.06,-0.02,0.07,-0.01,0.05
YES_Prep_Grade 6 Reading_At Meets Grade Level or Above,YES_Prep,Grade 6 Reading,At Meets Grade Level or Above,2021,-0.05,0.32,-0.04,0.34,-0.06,0.21,-0.03,0.18,-0.06,0.21,-0.11,0.28,-0.06,0.20,-0.02,0.17
YES_Prep_Grade 6 Reading_At Approaches Grade Level or Above,YES_Prep,Grade 6 Reading,At Approaches Grade Level or Above,2021,-0.06,0.62,-0.05,0.64,-0.09,0.53,-0.04,0.51,-0.09,0.53,-0.25,0.50,-0.09,0.52,-0.04,0.49
YES_Prep_Grade 7 Mathematics_At Masters Grade Level,YES_Prep,Grade 7 Mathematics,At Masters Grade Level,2021,-0.05,0.12,-0.05,0.13,-0.10,0.10,-0.07,0.03,-0.11,0.10,0.00,0.23,-0.10,0.09,-0.10,0.07
YES_Prep_Grade 7 Mathematics_At Meets Grade Level or Above,YES_Prep,Grade 7 Mathematics,At Meets Grade Level or Above,2021,-0.16,0.27,-0.17,0.29,-0.23,0.25,-0.20,0.15,-0.25,0.25,-0.28,0.27,-0.24,0.24,-0.27,0.19
YES_Prep_Grade 7 Mathematics_At Approaches Grade Level or Above,YES_Prep,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,-0.20,0.55,-0.20,0.57,-0.28,0.54,-0.34,0.41,-0.27,0.55,-0.23,0.62,-0.28,0.54,-0.31,0.49
YES_Prep_Grade 7 Reading_At Masters Grade Level,YES_Prep,Grade 7 Reading,At Masters Grade Level,2021,-0.04,0.25,-0.04,0.27,-0.06,0.16,0.03,0.17,-0.07,0.16,0.01,0.23,-0.06,0.15,-0.08,0.10
YES_Prep_Grade 7 Reading_At Meets Grade Level or Above,YES_Prep,Grade 7 Reading,At Meets Grade Level or Above,2021,-0.04,0.45,-0.04,0.47,-0.07,0.35,-0.01,0.34,-0.08,0.35,-0.10,0.31,-0.07,0.34,-0.09,0.28
YES_Prep_Grade 7 Reading_At Approaches Grade Level or Above,YES_Prep,Grade 7 Reading,At Approaches Grade Level or Above,2021,-0.07,0.69,-0.06,0.71,-0.10,0.63,-0.08,0.58,-0.10,0.64,-0.16,0.62,-0.10,0.63,-0.11,0.57
YES_Prep_Grade 7 Writing_At Masters Grade Level,YES_Prep,Grade 7 Writing,At Masters Grade Level,2021,-0.08,0.10,-0.09,0.10,-0.10,0.05,-0.07,0.04,-0.11,0.05,-0.12,0.08,-0.10,0.05,-0.08,0.03
YES_Prep_Grade 7 Writing_At Meets Grade Level or Above,YES_Prep,Grade 7 Writing,At Meets Grade Level or Above,2021,-0.09,0.33,-0.09,0.34,-0.16,0.25,-0.06,0.24,-0.18,0.24,-0.06,0.31,-0.17,0.24,-0.20,0.15
YES_Prep_Grade 7 Writing_At Approaches Grade Level or Above,YES_Prep,Grade 7 Writing,At Approaches Grade Level or Above,2021,-0.07,0.63,-0.09,0.63,-0.15,0.56,-0.14,0.54,-0.15,0.56,-0.04,0.69,-0.14,0.56,-0.18,0.47
YES_Prep_Grade 8 Mathematics+_At Masters Grade Level,YES_Prep,Grade 8 Mathematics+,At Masters Grade Level,2021,-0.06,0.11,-0.07,0.11,-0.20,0.08,-0.13,0.04,-0.21,0.08,-0.17,0.10,-0.19,0.08,-0.15,0.05
YES_Prep_Grade 8 Mathematics+_At Meets Grade Level or Above,YES_Prep,Grade 8 Mathematics+,At Meets Grade Level or Above,2021,-0.21,0.36,-0.21,0.37,-0.41,0.28,-0.38,0.18,-0.42,0.29,-0.40,0.29,-0.41,0.28,-0.37,0.23
YES_Prep_Grade 8 Mathematics+_At Approaches Grade Level or Above,YES_Prep,Grade 8 Mathematics+,At Approaches Grade Level or Above,2021,-0.26,0.62,-0.26,0.62,-0.37,0.56,-0.50,0.39,-0.37,0.57,-0.23,0.62,-0.39,0.55,-0.39,0.52
YES_Prep_Grade 8 Reading+_At Masters Grade Level,YES_Prep,Grade 8 Reading+,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,-0.10,0.12,-0.07,0.07,-0.10,0.13,0.09,0.24,-0.10,0.12,-0.05,0.08
YES_Prep_Grade 8 Reading+_At Meets Grade Level or Above,YES_Prep,Grade 8 Reading+,At Meets Grade Level or Above,2021,-0.09,0.46,-0.08,0.48,-0.14,0.37,-0.08,0.27,-0.15,0.38,0.17,0.52,-0.16,0.36,-0.07,0.30
YES_Prep_Grade 8 Reading+_At Approaches Grade Level or Above,YES_Prep,Grade 8 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.12,0.74,-0.16,0.71,-0.17,0.62,-0.17,0.71,0.04,0.81,-0.17,0.70,-0.14,0.66
