Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,YoY_State,State,YoY_Region,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.05,0.7,0.09,0.5,0.06,0.58,0,0.93,0.08,0.56,0.04,0.56
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.05,0.7,0.09,0.5,0.06,0.58,0,0.93,0.08,0.56,0.04,0.56
Aldine_ISD_Grade 6 Mathematics,Aldine_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.04,0.52,0.04,0.42,0.05,0.54,0.02,0.63,0.04,0.51,0.04,0.52
Aldine_ISD_Grade 6 Mathematics,Aldine_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.04,0.52,0.04,0.42,0.05,0.54,0.02,0.63,0.04,0.51,0.04,0.52
Spring_Branch_ISD_Grade 5 Mathematics,Spring_Branch_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.01,0.56,0,0.31,0.03,0.43,-0.01,0.81,0.04,0.4,0.04,0.45
Spring_Branch_ISD_Grade 5 Mathematics,Spring_Branch_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.48,0.04,0.49,0.01,0.56,0,0.31,0.03,0.43,-0.01,0.81,0.04,0.4,0.04,0.45
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.1,0.37,0.03,0.27,0.06,0.17,0.11,0.44,0.03,0.27,0.04,0.33
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.1,0.37,0.03,0.27,0.06,0.17,0.11,0.44,0.03,0.27,0.04,0.33
Huffman_ISD_Grade 4 Reading,Huffman_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021_2022,0.18,0.54,0.18,0.55,0.2,0.51,0.25,0.5,0.11,0.34,0.24,0.58,0.29,0.47,0.04,0.22
Huffman_ISD_Grade 4 Reading,Huffman_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021_2022,0.18,0.54,0.18,0.55,0.2,0.51,0.25,0.5,0.11,0.34,0.24,0.58,0.29,0.47,0.04,0.22
Harmony_Schools_South_Grade 3 Reading,Harmony_Schools_South,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.13,0.21,0.17,0.25,0.1,0.15,0.02,0.1,0.12,0.19,0.04,0.13
Harmony_Schools_South_Grade 3 Reading,Harmony_Schools_South,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.13,0.21,0.17,0.25,0.1,0.15,0.02,0.1,0.12,0.19,0.04,0.13
Humble_ISD_Grade 3 Reading,Humble_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.11,0.3,0.09,0.17,0.11,0.25,0.13,0.43,0.08,0.17,0.04,0.17
Humble_ISD_Grade 3 Reading,Humble_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.11,0.3,0.09,0.17,0.11,0.25,0.13,0.43,0.08,0.17,0.04,0.17
Goose_Creek_ISD_Grade 4 Mathematics,Goose_Creek_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0,0.18,0.04,0.09,-0.01,0.17,0.01,0.27,0.01,0.15,0.04,0.2
Goose_Creek_ISD_Grade 4 Mathematics,Goose_Creek_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0,0.18,0.04,0.09,-0.01,0.17,0.01,0.27,0.01,0.15,0.04,0.2
Deer_Park_ISD_Grade 7 Mathematics,Deer_Park_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.06,0.21,-0.07,0.03,0.04,0.18,0.1,0.27,0.04,0.14,0.04,0.17
Deer_Park_ISD_Grade 7 Mathematics,Deer_Park_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.06,0.21,-0.07,0.03,0.04,0.18,0.1,0.27,0.04,0.14,0.04,0.17
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.04,0.24,0.03,0.11,0.03,0.15,0.06,0.39,0.03,0.14,0.04,0.13
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.04,0.24,0.03,0.11,0.03,0.15,0.06,0.39,0.03,0.14,0.04,0.13
Sheldon_ISD_Grade 4 Mathematics,Sheldon_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.02,0.15,0.03,0.09,0.01,0.16,0.01,0.17,0.03,0.14,0.04,0.17
Sheldon_ISD_Grade 4 Mathematics,Sheldon_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.02,0.15,0.03,0.09,0.01,0.16,0.01,0.17,0.03,0.14,0.04,0.17
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,-0.01,0.21,0,0.09,0.01,0.14,-0.04,0.33,0.02,0.13,0.04,0.2
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,-0.01,0.21,0,0.09,0.01,0.14,-0.04,0.33,0.02,0.13,0.04,0.2
La_Porte_ISD_Grade 7 Mathematics,La_Porte_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.01,0.15,-0.13,0,0.04,0.17,-0.02,0.14,-0.03,0.12,0.04,0.13
La_Porte_ISD_Grade 7 Mathematics,La_Porte_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.01,0.15,-0.13,0,0.04,0.17,-0.02,0.14,-0.03,0.12,0.04,0.13
Sheldon_ISD_Grade 7 Mathematics,Sheldon_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.02,0.05,-0.01,0,0.01,0.05,0,0.06,0.01,0.04,0.04,0.07
Sheldon_ISD_Grade 7 Mathematics,Sheldon_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.02,0.05,-0.01,0,0.01,0.05,0,0.06,0.01,0.04,0.04,0.07
Harmony_Schools_South_Grade 5 Science,Harmony_Schools_South,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.08,0.12,0.16,0.18,0.03,0.06,0.29,0.29,0.09,0.12,0.04,0.08
Harmony_Schools_South_Grade 5 Science,Harmony_Schools_South,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.08,0.12,0.16,0.18,0.03,0.06,0.29,0.29,0.09,0.12,0.04,0.08
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.04,0.08,0.04,0.05,0.04,0.08,0.04,0.09,0.05,0.08,0.04,0.08
Aldine_ISD_Grade 3 Mathematics,Aldine_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.04,0.08,0.04,0.05,0.04,0.08,0.04,0.09,0.05,0.08,0.04,0.08
Alief_ISD_Grade 5 Science,Alief_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.04,0.08,0.01,0.06,0.04,0.07,0.07,0.11,0.04,0.08,0.04,0.08
Alief_ISD_Grade 5 Science,Alief_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.04,0.08,0.01,0.06,0.04,0.07,0.07,0.11,0.04,0.08,0.04,0.08
Huffman_ISD_Grade 4 Reading,Huffman_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.11,0.26,0.25,0.33,0.09,0.17,0.12,0.3,0.14,0.22,0.04,0.09
Huffman_ISD_Grade 4 Reading,Huffman_ISD,Grade 4 Reading,At Masters Grade Level,2021_2022,0.11,0.28,0.12,0.3,0.11,0.26,0.25,0.33,0.09,0.17,0.12,0.3,0.14,0.22,0.04,0.09
Spring_Branch_ISD_Grade 6 Reading,Spring_Branch_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.08,0.27,0,0.08,0.04,0.13,0.11,0.48,0.05,0.11,0.04,0.12
Spring_Branch_ISD_Grade 6 Reading,Spring_Branch_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.08,0.27,0,0.08,0.04,0.13,0.11,0.48,0.05,0.11,0.04,0.12
Yes_Prep_Schools_Grade 6 Reading,Yes_Prep_Schools,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.04,0.11,0.06,0.1,0.04,0.12,0.23,0.29,0.04,0.11,0.04,0.09
Yes_Prep_Schools_Grade 6 Reading,Yes_Prep_Schools,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.04,0.11,0.06,0.1,0.04,0.12,0.23,0.29,0.04,0.11,0.04,0.09
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.03,0.1,0.01,0.04,0.05,0.12,-0.08,0.05,0.04,0.1,0.04,0.12
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.03,0.1,0.01,0.04,0.05,0.12,-0.08,0.05,0.04,0.1,0.04,0.12
Spring_Branch_ISD_Grade 7 Reading,Spring_Branch_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.08,0.59,0.05,0.41,0.07,0.43,0.11,0.88,0.08,0.4,0.04,0.37
Spring_Branch_ISD_Grade 7 Reading,Spring_Branch_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021_2022,0.11,0.56,0.11,0.58,0.08,0.59,0.05,0.41,0.07,0.43,0.11,0.88,0.08,0.4,0.04,0.37
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.13,0.39,0.04,0.28,0.09,0.27,0.27,0.47,0.16,0.36,0.04,0.29
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.13,0.39,0.04,0.28,0.09,0.27,0.27,0.47,0.16,0.36,0.04,0.29
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.04,0.52,0.06,0.28,0.04,0.38,-0.01,0.75,0.05,0.34,0.04,0.37
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021_2022,0.07,0.43,0.07,0.44,0.04,0.52,0.06,0.28,0.04,0.38,-0.01,0.75,0.05,0.34,0.04,0.37
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.05,0.3,0.04,0.28,0.03,0.25,0.02,0.34,0.05,0.29,0.04,0.3
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.05,0.3,0.04,0.28,0.03,0.25,0.02,0.34,0.05,0.29,0.04,0.3
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.05,0.48,0.05,0.19,0.04,0.3,0.06,0.81,0.07,0.28,0.04,0.29
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.05,0.48,0.05,0.19,0.04,0.3,0.06,0.81,0.07,0.28,0.04,0.29
Humble_ISD_Grade 7 Reading,Humble_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.06,0.81,0.09,0.71,0.07,0.8,0.05,0.89,0.07,0.71,0.04,0.7
Humble_ISD_Grade 7 Reading,Humble_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2021_2022,0.11,0.8,0.1,0.81,0.06,0.81,0.09,0.71,0.07,0.8,0.05,0.89,0.07,0.71,0.04,0.7
Katy_ISD_Grade 7 Mathematics,Katy_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.08,0.76,0.15,0.66,0.08,0.71,0.07,0.87,0.11,0.68,0.04,0.7
Katy_ISD_Grade 7 Mathematics,Katy_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.08,0.76,0.15,0.66,0.08,0.71,0.07,0.87,0.11,0.68,0.04,0.7
Klein_ISD_Grade 7 Mathematics,Klein_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.05,0.69,0.1,0.56,0.05,0.61,0.05,0.83,0.07,0.58,0.04,0.57
Klein_ISD_Grade 7 Mathematics,Klein_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021_2022,0.06,0.61,0.06,0.63,0.05,0.69,0.1,0.56,0.05,0.61,0.05,0.83,0.07,0.58,0.04,0.57
Tomball_ISD_Grade 6 Mathematics,Tomball_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.02,0.93,0.04,0.84,0.03,0.91,0.01,0.94,0.05,0.86,0.03,0.89
Tomball_ISD_Grade 6 Mathematics,Tomball_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.02,0.93,0.04,0.84,0.03,0.91,0.01,0.94,0.05,0.86,0.03,0.89
Harmony_Schools_West_Grade 6 Mathematics,Harmony_Schools_West,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.07,0.88,0.09,0.85,0.03,0.7,0.15,0.97,0.07,0.84,0.03,0.88
Harmony_Schools_West_Grade 6 Mathematics,Harmony_Schools_West,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.07,0.88,0.09,0.85,0.03,0.7,0.15,0.97,0.07,0.84,0.03,0.88
Katy_ISD_Grade 6 Mathematics,Katy_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.02,0.89,0.04,0.8,0.02,0.84,0,0.94,0.04,0.8,0.03,0.87
Katy_ISD_Grade 6 Mathematics,Katy_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2021_2022,0.05,0.73,0.05,0.73,0.02,0.89,0.04,0.8,0.02,0.84,0,0.94,0.04,0.8,0.03,0.87
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.02,0.87,0.06,0.8,0.03,0.81,0.01,0.93,0.05,0.78,0.03,0.85
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.02,0.87,0.06,0.8,0.03,0.81,0.01,0.93,0.05,0.78,0.03,0.85
Goose_Creek_ISD_Grade 5 Mathematics,Goose_Creek_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.01,0.72,-0.01,0.57,0.02,0.74,0.04,0.78,0.01,0.69,0.03,0.77
Goose_Creek_ISD_Grade 5 Mathematics,Goose_Creek_ISD,Grade 5 Mathematics,At Approaches Grade Level or Above,2021_2022,0.07,0.77,0.06,0.76,0.01,0.72,-0.01,0.57,0.02,0.74,0.04,0.78,0.01,0.69,0.03,0.77
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.04,0.67,0.16,0.68,0.03,0.66,-0.04,0.74,0.06,0.67,0.03,0.67
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021_2022,0.09,0.76,0.08,0.76,0.04,0.67,0.16,0.68,0.03,0.66,-0.04,0.74,0.06,0.67,0.03,0.67
Klein_ISD_Grade 6 Reading,Klein_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.06,0.74,0.05,0.62,0.07,0.67,0.06,0.87,0.05,0.63,0.03,0.6
Klein_ISD_Grade 6 Reading,Klein_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2021_2022,0.08,0.7,0.06,0.7,0.06,0.74,0.05,0.62,0.07,0.67,0.06,0.87,0.05,0.63,0.03,0.6
Goose_Creek_ISD_Grade 7 Mathematics,Goose_Creek_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.04,0.36,0.02,0.26,0.06,0.37,0.01,0.39,0.07,0.33,0.03,0.27
Goose_Creek_ISD_Grade 7 Mathematics,Goose_Creek_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021_2022,0.04,0.31,0.05,0.34,0.04,0.36,0.02,0.26,0.06,0.37,0.01,0.39,0.07,0.33,0.03,0.27
Tomball_ISD_Grade 5 Mathematics,Tomball_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0.00,0.25,0.001,0.26,-0.04,0.42,-0.13,0.16,0.02,0.36,-0.08,0.43,-0.01,0.25,0.03,0.44
Tomball_ISD_Grade 5 Mathematics,Tomball_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0.00,0.25,0.001,0.26,-0.04,0.42,-0.13,0.16,0.02,0.36,-0.08,0.43,-0.01,0.25,0.03,0.44
Katy_ISD_Grade 5 Mathematics,Katy_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0.00,0.25,0.001,0.26,-0.03,0.42,-0.04,0.22,-0.02,0.28,-0.05,0.46,0,0.23,0.03,0.44
Katy_ISD_Grade 5 Mathematics,Katy_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0.00,0.25,0.001,0.26,-0.03,0.42,-0.04,0.22,-0.02,0.28,-0.05,0.46,0,0.23,0.03,0.44
Harmony_Schools_South_Grade 4 Mathematics,Harmony_Schools_South,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.03,0.14,0.04,0.18,0.05,0.11,0.1,0.27,0.03,0.13,0.03,0.14
Harmony_Schools_South_Grade 4 Mathematics,Harmony_Schools_South,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.03,0.14,0.04,0.18,0.05,0.11,0.1,0.27,0.03,0.13,0.03,0.14
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.05,0.29,0.03,0.09,0.04,0.14,0.06,0.53,0.04,0.12,0.03,0.14
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.05,0.29,0.03,0.09,0.04,0.14,0.06,0.53,0.04,0.12,0.03,0.14
Aldine_ISD_Grade 5 Mathematics,Aldine_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0.00,0.25,0.001,0.26,0.03,0.12,0.03,0.06,0.03,0.13,0.13,0.17,0.02,0.11,0.03,0.14
Aldine_ISD_Grade 5 Mathematics,Aldine_ISD,Grade 5 Mathematics,At Masters Grade Level,2021_2022,0.00,0.25,0.001,0.26,0.03,0.12,0.03,0.06,0.03,0.13,0.13,0.17,0.02,0.11,0.03,0.14
Goose_Creek_ISD_Grade 5 Science,Goose_Creek_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.01,0.13,-0.01,0.06,0.03,0.13,-0.01,0.2,0.02,0.11,0.03,0.14
Goose_Creek_ISD_Grade 5 Science,Goose_Creek_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.01,0.13,-0.01,0.06,0.03,0.13,-0.01,0.2,0.02,0.11,0.03,0.14
Galena_Park_ISD_Grade 7 Mathematics,Galena_Park_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.04,0.05,0.04,0.04,0.04,0.05,0.07,0.07,0.04,0.05,0.03,0.05
Galena_Park_ISD_Grade 7 Mathematics,Galena_Park_ISD,Grade 7 Mathematics,At Masters Grade Level,2021_2022,0.01,0.13,0.02,0.15,0.04,0.05,0.04,0.04,0.04,0.05,0.07,0.07,0.04,0.05,0.03,0.05
Aldine_ISD_Grade 5 Science,Aldine_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.03,0.05,0.01,0.03,0.03,0.05,0.11,0.15,0.03,0.05,0.03,0.05
Aldine_ISD_Grade 5 Science,Aldine_ISD,Grade 5 Science,At Masters Grade Level,2021_2022,0.05,0.18,0.05,0.19,0.03,0.05,0.01,0.03,0.03,0.05,0.11,0.15,0.03,0.05,0.03,0.05
Deer_Park_ISD_Grade 5 Reading,Deer_Park_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.1,0.39,0.04,0.13,0.1,0.34,0.11,0.49,0.09,0.28,0.03,0.2
Deer_Park_ISD_Grade 5 Reading,Deer_Park_ISD,Grade 5 Reading,At Masters Grade Level,2021_2022,0.06,0.36,0.07,0.38,0.1,0.39,0.04,0.13,0.1,0.34,0.11,0.49,0.09,0.28,0.03,0.2
Deer_Park_ISD_Grade 3 Reading,Deer_Park_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.11,0.34,0.27,0.27,0.09,0.28,0.14,0.45,0.08,0.23,0.03,0.18
Deer_Park_ISD_Grade 3 Reading,Deer_Park_ISD,Grade 3 Reading,At Masters Grade Level,2021_2022,0.11,0.3,0.11,0.31,0.11,0.34,0.27,0.27,0.09,0.28,0.14,0.45,0.08,0.23,0.03,0.18
Channelview_ISD_Grade 6 Mathematics,Channelview_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.04,0.24,0.01,0.15,0.05,0.26,0.06,0.23,0.04,0.23,0.03,0.23
Channelview_ISD_Grade 6 Mathematics,Channelview_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.04,0.24,0.01,0.15,0.05,0.26,0.06,0.23,0.04,0.23,0.03,0.23
Aldine_ISD_Grade 6 Mathematics,Aldine_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.04,0.17,0.04,0.12,0.04,0.18,-0.03,0.27,0.04,0.17,0.03,0.16
Aldine_ISD_Grade 6 Mathematics,Aldine_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021_2022,0.03,0.39,0.03,0.4,0.04,0.17,0.04,0.12,0.04,0.18,-0.03,0.27,0.04,0.17,0.03,0.16
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.02,0.26,0.04,0.14,0.03,0.19,0.01,0.38,0.03,0.17,0.03,0.23
Klein_ISD_Grade 4 Mathematics,Klein_ISD,Grade 4 Mathematics,At Masters Grade Level,2021_2022,0.02,0.23,0.02,0.24,0.02,0.26,0.04,0.14,0.03,0.19,0.01,0.38,0.03,0.17,0.03,0.23
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.04,0.16,0,0.04,0.04,0.16,0.17,0.24,0.04,0.14,0.03,0.17
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Masters Grade Level,2021_2022,0.07,0.21,0.07,0.22,0.04,0.16,0,0.04,0.04,0.16,0.17,0.24,0.04,0.14,0.03,0.17
Yes_Prep_Schools_Grade 8 Science,Yes_Prep_Schools,Grade 8 Science,At Masters Grade Level,2021_2022,0.00,0.24,0.01,0.26,0.04,0.15,0.05,0.12,0.05,0.16,0.08,0.18,0.04,0.14,0.03,0.1
Yes_Prep_Schools_Grade 8 Science,Yes_Prep_Schools,Grade 8 Science,At Masters Grade Level,2021_2022,0.00,0.24,0.01,0.26,0.04,0.15,0.05,0.12,0.05,0.16,0.08,0.18,0.04,0.14,0.03,0.1
Goose_Creek_ISD_Grade 6 Reading,Goose_Creek_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.06,0.15,0.05,0.11,0.04,0.13,0.12,0.24,0.05,0.12,0.03,0.09
Goose_Creek_ISD_Grade 6 Reading,Goose_Creek_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.06,0.15,0.05,0.11,0.04,0.13,0.12,0.24,0.05,0.12,0.03,0.09
Humble_ISD_Grade 6 Reading,Humble_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.04,0.2,0.04,0.11,0.03,0.15,0.09,0.32,0.04,0.11,0.03,0.09
Humble_ISD_Grade 6 Reading,Humble_ISD,Grade 6 Reading,At Masters Grade Level,2021_2022,0.08,0.23,0.08,0.24,0.04,0.2,0.04,0.11,0.03,0.15,0.09,0.32,0.04,0.11,0.03,0.09
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.03,0.12,0.01,0.09,0.03,0.09,-0.03,0.12,0.03,0.11,0.03,0.12
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.03,0.12,0.01,0.09,0.03,0.09,-0.03,0.12,0.03,0.11,0.03,0.12
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Masters Grade Level,2021_2022,0.01,0.16,0.01,0.18,0.01,0.11,0.08,0.11,0.04,0.12,-0.01,0.13,0.03,0.09,0.03,0.1
