Primary_Key_2018_2019,School_Name,Grade_Test_Type,Mastery_Level,Baseline_Year,Compared_Year,YOY_State_2019,YOY_Region_2019,YOY_District_2019,YOY_African_American_2019,YoY_Hispanic_2019,YoY_White_2019,YoY_Econ_Disadv_2019,YoY_ELL_2019
Galena_Park_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2019,Galena_Park_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,2019,-0.03,-0.04,-0.05,-0.07,-0.06,0.02,-0.05,-0.07
Galena_Park_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2019,Galena_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,2019,-0.01,-0.02,-0.02,-0.04,-0.02,0.05,-0.03,-0.03
Galena_Park_ISD_Grade 4 Mathematics_At Masters Grade Level_2019,Galena_Park_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,2019,0.01,0.01,0.01,-0.05,0.02,0.04,0.02,0.04
Galena_Park_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2019,Galena_Park_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.02,0.05,0.04,0.05,0.1,0.05,0.05
Galena_Park_ISD_Grade 4 Reading_At Meets Grade Level or Above_2019,Galena_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.01,0.01,0.01,0.02,0.001,0.02,0.01
Galena_Park_ISD_Grade 4 Reading_At Masters Grade Level_2019,Galena_Park_ISD,Grade 4 Reading,At Masters Grade Level,2018,2019,-0.02,-0.02,-0.01,-0.05,0.001,-0.04,-0.01,0.01
Galena_Park_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2019,Galena_Park_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.02,-0.01,-0.03,-0.12,-0.03,-0.01
Galena_Park_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2019,Galena_Park_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,2019,0.001,0.01,-0.04,-0.06,-0.04,-0.11,-0.05,-0.07
Galena_Park_ISD_Grade 5 Mathematics+_At Masters Grade Level_2019,Galena_Park_ISD,Grade 5 Mathematics+,At Masters Grade Level,2018,2019,0.06,0.07,0.06,0.04,0.06,0.1,0.05,0.03
Galena_Park_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2019,Galena_Park_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,2019,0.02,0.03,0.001,-0.05,0.01,-0.01,-0.01,0.02
Galena_Park_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2019,Galena_Park_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,2019,0.001,0,-0.02,-0.03,-0.03,0.03,-0.05,-0.04
Galena_Park_ISD_Grade 5 Reading+_At Masters Grade Level_2019,Galena_Park_ISD,Grade 5 Reading+,At Masters Grade Level,2018,2019,0.03,0.03,0.02,0.02,0.01,0.07,0.01,0.01
Galena_Park_ISD_Grade 5 Science_At Approaches Grade Level or Above_2019,Galena_Park_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.03,-0.05,-0.02,-0.04,-0.02,-0.01
Galena_Park_ISD_Grade 5 Science_At Meets Grade Level or Above_2019,Galena_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,2019,0.08,0.08,0.09,0.06,0.09,0.1,0.09,0.1
Galena_Park_ISD_Grade 5 Science_At Masters Grade Level_2019,Galena_Park_ISD,Grade 5 Science,At Masters Grade Level,2018,2019,0.07,0.07,0.07,0.01,0.07,0.13,0.06,0.06
Galena_Park_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,Galena_Park_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.03,0.04,0.04,0.05,0.03,0.03
Galena_Park_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2019,Galena_Park_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.02,0.001,0.02,0.07,0.02,0.02
Galena_Park_ISD_Grade 6 Mathematics_At Masters Grade Level_2019,Galena_Park_ISD,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,0.04,0.04,0.04,0.07,0.04,0.04
Galena_Park_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2019,Galena_Park_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,-0.02,-0.02,-0.02,0.04,-0.01,-0.03
Galena_Park_ISD_Grade 6 Reading_At Meets Grade Level or Above_2019,Galena_Park_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,-0.01,-0.02,-0.02,0.1,-0.02,0.001
Galena_Park_ISD_Grade 6 Reading_At Masters Grade Level_2019,Galena_Park_ISD,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,-0.01,0.04,-0.02,0.02,-0.02,0.01
Galena_Park_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,Galena_Park_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,0.05,0.03,0.04,0.12,0.05,0.04
Galena_Park_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2019,Galena_Park_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,0.04,0.08,0.02,0.15,0.03,0.001
Galena_Park_ISD_Grade 7 Mathematics_At Masters Grade Level_2019,Galena_Park_ISD,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,0.001,-0.02,0.001,0.02,0.001,0.001
Galena_Park_ISD_Grade 7 Reading_At Approaches Grade Level or Above_2019,Galena_Park_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.01,0.01,-0.02,0.03,-0.04,0.001,0.01
Galena_Park_ISD_Grade 7 Reading_At Meets Grade Level or Above_2019,Galena_Park_ISD,Grade 7 Reading,At Meets Grade Level or Above,2018,2019,0.01,0.01,0.001,-0.07,0.01,0.001,0.001,0.001
Galena_Park_ISD_Grade 7 Reading_At Masters Grade Level_2019,Galena_Park_ISD,Grade 7 Reading,At Masters Grade Level,2018,2019,0.001,0.01,-0.02,-0.02,-0.02,0.06,-0.02,-0.04
Goose_Creek_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,2019,0.01,0,0.02,-0.02,0.001,0.05,0.01,-0.02
Goose_Creek_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,2019,0.02,0.01,0.02,0.001,0.02,0.03,0.01,-0.02
Goose_Creek_ISD_Grade 3 Mathematics_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,2019,0.02,0.01,0.04,0.02,0.03,0.05,0.03,0.03
Goose_Creek_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.01,0.001,-0.02,0.001,-0.02,-0.02
Goose_Creek_ISD_Grade 3 Reading_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,2019,0.02,0.02,0.02,-0.05,0.03,0.01,0.02,0.03
Goose_Creek_ISD_Grade 3 Reading_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 3 Reading,At Masters Grade Level,2018,2019,0.02,0.03,0.04,0.001,0.04,0.03,0.03,0.04
Goose_Creek_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,2019,-0.03,-0.04,-0.04,-0.02,-0.03,-0.06,-0.03,-0.06
Goose_Creek_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,2019,-0.01,-0.02,0.001,-0.02,0.01,-0.03,0.001,-0.02
Goose_Creek_ISD_Grade 4 Mathematics_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,2019,0.01,0.01,0.02,0.001,0.04,0.001,0.02,0.04
Goose_Creek_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.02,0.04,0.04,0.06,-0.04,0.03,0.05
Goose_Creek_ISD_Grade 4 Reading_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.01,-0.01,-0.01,0.01,-0.04,0.001,0.001
Goose_Creek_ISD_Grade 4 Reading_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 4 Reading,At Masters Grade Level,2018,2019,-0.02,-0.02,-0.02,-0.02,-0.01,-0.04,0.001,-0.01
Goose_Creek_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.01,0.01,-0.01,0.01,-0.01,-0.02
Goose_Creek_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,2019,0.001,0.01,-0.04,-0.04,-0.03,-0.03,-0.06,0.001
Goose_Creek_ISD_Grade 5 Mathematics+_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 5 Mathematics+,At Masters Grade Level,2018,2019,0.06,0.07,0.03,0.01,0.03,0.08,0.02,0.06
Goose_Creek_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,2019,0.02,0.03,0.03,0.1,0.03,0.04,0.04,0.001
Goose_Creek_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,2019,0.001,0,-0.03,-0.03,-0.03,-0.03,-0.05,-0.02
Goose_Creek_ISD_Grade 5 Reading+_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 5 Reading+,At Masters Grade Level,2018,2019,0.03,0.03,0.01,0.02,0.01,0.02,-0.01,0.02
Goose_Creek_ISD_Grade 5 Science_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.01,-0.01,-0.02,0.001,-0.01,-0.04
Goose_Creek_ISD_Grade 5 Science_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,2019,0.08,0.08,0.09,0.07,0.09,0.15,0.07,0.08
Goose_Creek_ISD_Grade 5 Science_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 5 Science,At Masters Grade Level,2018,2019,0.07,0.07,0.09,0.04,0.09,0.16,0.07,0.09
Goose_Creek_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.06,0.09,0.06,0.01,0.05,0.03
Goose_Creek_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.11,0.09,0.09,0.15,0.1,0.07
Goose_Creek_ISD_Grade 6 Mathematics_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,0.08,0.04,0.08,0.06,0.07,0.09
Goose_Creek_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,-0.01,-0.02,-0.01,0.01,-0.02,-0.01
Goose_Creek_ISD_Grade 6 Reading_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,0.01,-0.03,0.001,0.02,0.001,-0.01
Goose_Creek_ISD_Grade 6 Reading_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,-0.02,0.001,-0.01,-0.03,-0.01,-0.01
Goose_Creek_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,0.03,0.03,0.02,0.07,0.02,0.08
Goose_Creek_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,0.12,0.21,0.09,0.14,0.11,0.13
Goose_Creek_ISD_Grade 7 Mathematics_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,0.04,0.05,0.03,-0.01,0.03,0.03
Goose_Creek_ISD_Grade 7 Reading_At Approaches Grade Level or Above_2019,Goose_Creek_ISD,Grade 7 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.01,-0.02,-0.02,-0.04,0.04,-0.03,-0.04
Goose_Creek_ISD_Grade 7 Reading_At Meets Grade Level or Above_2019,Goose_Creek_ISD,Grade 7 Reading,At Meets Grade Level or Above,2018,2019,0.01,0.01,0.01,0.03,0.01,0.02,0.01,0.07
Goose_Creek_ISD_Grade 7 Reading_At Masters Grade Level_2019,Goose_Creek_ISD,Grade 7 Reading,At Masters Grade Level,2018,2019,0.001,0.01,0.001,0.04,0.001,-0.07,0.001,0.02
Harmony_Public_Schools_Grade 3 Mathematics_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,2019,0.01,0,0.01,0.03,0.02,0.03,0.03,-0.04
Harmony_Public_Schools_Grade 3 Mathematics_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 3 Mathematics,At Meets Grade Level or Above,2018,2019,0.02,0.01,-0.01,0.001,0.001,0.11,-0.04,-0.01
Harmony_Public_Schools_Grade 3 Mathematics_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 3 Mathematics,At Masters Grade Level,2018,2019,0.02,0.01,0.02,-0.03,0.02,0.29,-0.03,-0.02
Harmony_Public_Schools_Grade 3 Reading_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 3 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.06,0.03,-0.08,-0.04,-0.07,-0.12
Harmony_Public_Schools_Grade 3 Reading_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 3 Reading,At Meets Grade Level or Above,2018,2019,0.02,0.02,0.05,0.05,0.04,0.18,0.04,0.001
Harmony_Public_Schools_Grade 3 Reading_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 3 Reading,At Masters Grade Level,2018,2019,0.02,0.03,0.07,0.09,0.05,0.21,0.06,0.01
Harmony_Public_Schools_Grade 4 Mathematics_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,2019,-0.03,-0.04,-0.03,-0.04,-0.05,-0.04,-0.03,0.01
Harmony_Public_Schools_Grade 4 Mathematics_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2018,2019,-0.01,-0.02,-0.04,0.05,-0.05,0.001,0.001,0.02
Harmony_Public_Schools_Grade 4 Mathematics_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 4 Mathematics,At Masters Grade Level,2018,2019,0.01,0.01,0.01,0.09,-0.02,0.03,0.001,0.05
Harmony_Public_Schools_Grade 4 Reading_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 4 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.02,0.06,0.13,0.03,0.14,0.05,0.02
Harmony_Public_Schools_Grade 4 Reading_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 4 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.01,-0.01,-0.03,0.03,0.06,0.01,0.05
Harmony_Public_Schools_Grade 4 Reading_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 4 Reading,At Masters Grade Level,2018,2019,-0.02,-0.02,-0.02,0.05,-0.01,-0.08,0.01,-0.03
Harmony_Public_Schools_Grade 5 Mathematics+_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.02,-0.05,-0.02,0.05,-0.02,0.001
Harmony_Public_Schools_Grade 5 Mathematics+_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,2019,0.001,0.01,-0.02,-0.07,-0.04,0.13,-0.04,-0.03
Harmony_Public_Schools_Grade 5 Mathematics+_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 5 Mathematics+,At Masters Grade Level,2018,2019,0.06,0.07,0.02,-0.02,0.05,0.13,0.02,0.07
Harmony_Public_Schools_Grade 5 Reading+_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 5 Reading+,At Approaches Grade Level or Above,2018,2019,0.02,0.03,-0.01,-0.08,0.03,0.07,0.01,0.03
Harmony_Public_Schools_Grade 5 Reading+_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 5 Reading+,At Meets Grade Level or Above,2018,2019,0.001,0,-0.04,-0.05,-0.07,0.08,-0.04,-0.02
Harmony_Public_Schools_Grade 5 Reading+_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 5 Reading+,At Masters Grade Level,2018,2019,0.03,0.03,0.04,0.02,0.001,0.22,0.05,0.06
Harmony_Public_Schools_Grade 5 Science_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 5 Science,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.06,-0.12,-0.06,0.08,-0.06,-0.04
Harmony_Public_Schools_Grade 5 Science_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 5 Science,At Meets Grade Level or Above,2018,2019,0.08,0.08,0.02,-0.03,0.07,0.15,0.04,0.06
Harmony_Public_Schools_Grade 5 Science_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 5 Science,At Masters Grade Level,2018,2019,0.07,0.07,0.02,-0.05,0.05,0.04,0.03,0.07
Harmony_Public_Schools_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.001,0.03,-0.01,0.08,0.04,-0.02
Harmony_Public_Schools_Grade 6 Mathematics_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.02,0.01,0.04,0.09,0.04,0.02
Harmony_Public_Schools_Grade 6 Mathematics_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,0.05,0.05,0.04,0.17,0.04,0.03
Harmony_Public_Schools_Grade 6 Reading_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,-0.02,0.01,-0.03,-0.01,0.001,-0.03
Harmony_Public_Schools_Grade 6 Reading_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,-0.04,-0.02,-0.03,0.01,-0.01,-0.07
Harmony_Public_Schools_Grade 6 Reading_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,0.02,0.07,0.001,0.1,0.03,0.001
Harmony_Public_Schools_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,-0.01,-0.04,0.02,0.03,-0.03,-0.02
Harmony_Public_Schools_Grade 7 Mathematics_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,0.01,-0.01,-0.02,0.29,-0.01,-0.03
Harmony_Public_Schools_Grade 7 Mathematics_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,0.001,-0.04,-0.02,0.24,-0.01,-0.02
Harmony_Public_Schools_Grade 7 Reading_At Approaches Grade Level or Above_2019,Harmony_Public_Schools,Grade 7 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.01,0.03,0.05,0.04,0.15,0.02,0.03
Harmony_Public_Schools_Grade 7 Reading_At Meets Grade Level or Above_2019,Harmony_Public_Schools,Grade 7 Reading,At Meets Grade Level or Above,2018,2019,0.01,0.01,0.05,0.04,0.07,0.24,0.03,0.06
Harmony_Public_Schools_Grade 7 Reading_At Masters Grade Level_2019,Harmony_Public_Schools,Grade 7 Reading,At Masters Grade Level,2018,2019,0.001,0.01,-0.01,-0.09,-0.02,0.33,-0.03,0.001
Houston_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above_2019,Houston_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2018,2019,0.01,0,0.02,0.001,0.02,0.01,0.01,0.01
Houston_ISD_Grade 3 Mathematics_At Meets Grade Level or Above_2019,Houston_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2018,2019,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.01
Houston_ISD_Grade 3 Mathematics_At Masters Grade Level_2019,Houston_ISD,Grade 3 Mathematics,At Masters Grade Level,2018,2019,0.02,0.01,0.02,0.01,0.001,0.04,0.001,0.001
Houston_ISD_Grade 3 Reading_At Approaches Grade Level or Above_2019,Houston_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,0.01,0.001,0.001,0.001,0.001,0.01
Houston_ISD_Grade 3 Reading_At Meets Grade Level or Above_2019,Houston_ISD,Grade 3 Reading,At Meets Grade Level or Above,2018,2019,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02
Houston_ISD_Grade 3 Reading_At Masters Grade Level_2019,Houston_ISD,Grade 3 Reading,At Masters Grade Level,2018,2019,0.02,0.03,0.04,0.02,0.03,0.07,0.02,0.04
Houston_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above_2019,Houston_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2018,2019,-0.03,-0.04,-0.04,-0.05,-0.03,-0.01,-0.04,-0.03
Houston_ISD_Grade 4 Mathematics_At Meets Grade Level or Above_2019,Houston_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2018,2019,-0.01,-0.02,-0.03,-0.04,-0.02,-0.01,-0.03,-0.03
Houston_ISD_Grade 4 Mathematics_At Masters Grade Level_2019,Houston_ISD,Grade 4 Mathematics,At Masters Grade Level,2018,2019,0.01,0.01,0.001,-0.01,0.01,0.001,-0.01,0.001
Houston_ISD_Grade 4 Reading_At Approaches Grade Level or Above_2019,Houston_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2018,2019,0.02,0.02,0.04,0.04,0.05,0.001,0.04,0.05
Houston_ISD_Grade 4 Reading_At Meets Grade Level or Above_2019,Houston_ISD,Grade 4 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.01,0.001,-0.01,0.01,-0.06,-0.01,0.01
Houston_ISD_Grade 4 Reading_At Masters Grade Level_2019,Houston_ISD,Grade 4 Reading,At Masters Grade Level,2018,2019,-0.02,-0.02,-0.01,-0.02,0.001,-0.03,-0.01,0.001
Houston_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above_2019,Houston_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,0.001,0.001,-0.01,0.001,0.001,0.001
Houston_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above_2019,Houston_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2018,2019,0.001,0.01,0.02,0.01,0.02,0.02,0.02,0.02
Houston_ISD_Grade 5 Mathematics+_At Masters Grade Level_2019,Houston_ISD,Grade 5 Mathematics+,At Masters Grade Level,2018,2019,0.06,0.07,0.07,0.04,0.07,0.08,0.07,0.07
Houston_ISD_Grade 5 Reading+_At Approaches Grade Level or Above_2019,Houston_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2018,2019,0.02,0.03,0.04,0.04,0.04,0.001,0.04,0.04
Houston_ISD_Grade 5 Reading+_At Meets Grade Level or Above_2019,Houston_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2018,2019,0.001,0,0.001,0.01,-0.01,0.001,0.001,-0.03
Houston_ISD_Grade 5 Reading+_At Masters Grade Level_2019,Houston_ISD,Grade 5 Reading+,At Masters Grade Level,2018,2019,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.01
Houston_ISD_Grade 5 Science_At Approaches Grade Level or Above_2019,Houston_ISD,Grade 5 Science,At Approaches Grade Level or Above,2018,2019,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.02
Houston_ISD_Grade 5 Science_At Meets Grade Level or Above_2019,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2018,2019,0.08,0.08,0.06,0.04,0.07,0.06,0.06,0.05
Houston_ISD_Grade 5 Science_At Masters Grade Level_2019,Houston_ISD,Grade 5 Science,At Masters Grade Level,2018,2019,0.07,0.07,0.04,0.02,0.05,0.06,0.03,0.04
Houston_ISD_Grade 6 Mathematics_At Approaches Grade Level or Above_2019,Houston_ISD,Grade 6 Mathematics,At Approaches Grade Level or Above,2018,2019,0.04,0.03,0.02,0.04,0.01,0.03,0.02,0.01
Houston_ISD_Grade 6 Mathematics_At Meets Grade Level or Above_2019,Houston_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.02,0.001,0.02,-0.01,0.01,0.001,-0.01
Houston_ISD_Grade 6 Mathematics_At Masters Grade Level_2019,Houston_ISD,Grade 6 Mathematics,At Masters Grade Level,2018,2019,0.03,0.02,0.02,0.01,0.001,0.07,0.001,0.001
Houston_ISD_Grade 6 Reading_At Approaches Grade Level or Above_2019,Houston_ISD,Grade 6 Reading,At Approaches Grade Level or Above,2018,2019,-0.01,-0.02,-0.01,-0.01,-0.02,0.001,-0.02,-0.04
Houston_ISD_Grade 6 Reading_At Meets Grade Level or Above_2019,Houston_ISD,Grade 6 Reading,At Meets Grade Level or Above,2018,2019,-0.02,-0.03,-0.02,0.001,-0.04,-0.02,-0.03,-0.04
Houston_ISD_Grade 6 Reading_At Masters Grade Level_2019,Houston_ISD,Grade 6 Reading,At Masters Grade Level,2018,2019,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02
Houston_ISD_Grade 7 Mathematics_At Approaches Grade Level or Above_2019,Houston_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2018,2019,0.03,0.02,0.05,0.07,0.05,0.02,0.06,0.02
Houston_ISD_Grade 7 Mathematics_At Meets Grade Level or Above_2019,Houston_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2018,2019,0.03,0.03,0.05,0.02,0.06,0.001,0.04,0.03
Houston_ISD_Grade 7 Mathematics_At Masters Grade Level_2019,Houston_ISD,Grade 7 Mathematics,At Masters Grade Level,2018,2019,-0.01,-0.02,0.001,0.001,0.001,-0.04,0.001,-0.01
