Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Cypress_Fairbanks_ISD_Grade 5 Mathematics+,Cypress_Fairbanks_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,44%,-14%,45%,-11%,51%,-17%,33%,-13%,43%,-7%,68%,-13%,39%,-12%,47%
Cypress_Fairbanks_ISD_Grade 5 Mathematics+,Cypress_Fairbanks_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,na,58%,na,59%,na,62%,na,50%,na,56%,na,75%,na,52%,na,59%
Cypress_Fairbanks_ISD_Grade 5 Mathematics+,Cypress_Fairbanks_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,25%,-12%,26%,-10%,31%,-11%,15%,-10%,23%,-9%,46%,-10%,19%,-11%,27%
Cypress_Fairbanks_ISD_Grade 5 Mathematics+,Cypress_Fairbanks_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,na,36%,na,38%,na,41%,na,26%,na,33%,na,55%,na,29%,na,38%
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,62%,-13%,62%,-11%,75%,-18%,59%,-15%,70%,-5%,89%,-15%,66%,-14%,71%
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,86%,na,77%,na,85%,na,94%,na,81%,na,85%
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,31%,-18%,32%,-21%,44%,-22%,27%,-24%,35%,-17%,63%,-22%,31%,-23%,37%
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,na,49%,na,50%,na,65%,na,49%,na,59%,na,80%,na,53%,na,60%
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,13%,-11%,14%,-17%,21%,-14%,10%,-16%,13%,-20%,35%,-14%,11%,-16%,16%
Cypress_Fairbanks_ISD_Grade 5 Science,Cypress_Fairbanks_ISD,Grade 5 Science,At Masters Grade Level,2019,na,24%,na,25%,na,38%,na,24%,na,29%,na,55%,na,25%,na,32%
