Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,Econ_Disadv,ELL
Harmony_Schools_Grade 4 Mathematics,Harmony_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.33,0.26,0.25,0.46,0.25,0.34
Harmony_Schools_Grade 4 Mathematics,Harmony_Schools,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.33,0.26,0.25,0.46,0.25,0.34
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.34,0.19,0.24,0.38,0.19,0.34
Katy_ISD_Grade 3 Mathematics,Katy_ISD,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.34,0.19,0.24,0.38,0.19,0.34
Harmony_Schools_South_Grade 5 Science,Harmony_Schools_South,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.38,0.41,0.3,0.71,0.36,0.33
Harmony_Schools_South_Grade 5 Science,Harmony_Schools_South,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.38,0.41,0.3,0.71,0.36,0.33
Channelview_ISD_Grade 7 Mathematics,Channelview_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2022,0.61,0.63,0.36,0.28,0.36,0.48,0.36,0.33
Channelview_ISD_Grade 7 Mathematics,Channelview_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2022,0.61,0.63,0.36,0.28,0.36,0.48,0.36,0.33
Deer_Park_ISD_Grade 6 Reading,Deer_Park_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.43,0.19,0.38,0.51,0.34,0.33
Deer_Park_ISD_Grade 6 Reading,Deer_Park_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.43,0.19,0.38,0.51,0.34,0.33
Yes_Prep_Schools_Grade 7 Mathematics,Yes_Prep_Schools,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.34,0.21,0.35,0.31,0.33,0.33
Yes_Prep_Schools_Grade 7 Mathematics,Yes_Prep_Schools,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.34,0.21,0.35,0.31,0.33,0.33
Aldine_ISD_Grade 7 Mathematics,Aldine_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.33,0.25,0.35,0.3,0.33,0.33
Aldine_ISD_Grade 7 Mathematics,Aldine_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.33,0.25,0.35,0.3,0.33,0.33
Spring_Branch_ISD_Grade 7 Reading,Spring_Branch_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.51,0.36,0.36,0.77,0.32,0.33
Spring_Branch_ISD_Grade 7 Reading,Spring_Branch_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.51,0.36,0.36,0.77,0.32,0.33
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.44,0.33,0.35,0.58,0.32,0.33
Klein_ISD_Grade 3 Reading,Klein_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.44,0.33,0.35,0.58,0.32,0.33
Yes_Prep_Schools_Grade 6 Mathematics,Yes_Prep_Schools,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.32,0.17,0.34,0.43,0.32,0.33
Yes_Prep_Schools_Grade 6 Mathematics,Yes_Prep_Schools,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.32,0.17,0.34,0.43,0.32,0.33
Pasadena_ISD_Grade 5 Mathematics,Pasadena_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.34,0.29,0.33,0.42,0.32,0.33
Pasadena_ISD_Grade 5 Mathematics,Pasadena_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.34,0.29,0.33,0.42,0.32,0.33
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.32,0.28,0.29,0.41,0.32,0.33
Alief_ISD_Grade 3 Mathematics,Alief_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.32,0.28,0.29,0.41,0.32,0.33
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.33,0.22,0.32,0.45,0.31,0.33
Pasadena_ISD_Grade 3 Mathematics,Pasadena_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.33,0.22,0.32,0.45,0.31,0.33
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.48,0.22,0.34,0.76,0.29,0.33
Spring_Branch_ISD_Grade 4 Mathematics,Spring_Branch_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.48,0.22,0.34,0.76,0.29,0.33
Goose_Creek_ISD_Grade 5 Science,Goose_Creek_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.33,0.16,0.34,0.4,0.29,0.33
Goose_Creek_ISD_Grade 5 Science,Goose_Creek_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.33,0.16,0.34,0.4,0.29,0.33
Harmony_Schools_Grade 5 Reading,Harmony_Schools,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.35,0.37,0.27,0.47,0.28,0.33
Harmony_Schools_Grade 5 Reading,Harmony_Schools,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.35,0.37,0.27,0.47,0.28,0.33
Sheldon_ISD_Grade 5 Science,Sheldon_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.3,0.18,0.33,0.33,0.28,0.33
Sheldon_ISD_Grade 5 Science,Sheldon_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.3,0.18,0.33,0.33,0.28,0.33
Humble_ISD_Grade 5 Mathematics,Humble_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.44,0.27,0.35,0.6,0.27,0.33
Humble_ISD_Grade 5 Mathematics,Humble_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.44,0.27,0.35,0.6,0.27,0.33
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.37,0.27,0.17,0.44,0.27,0.33
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Masters Grade Level,2022,0.23,0.24,0.37,0.27,0.17,0.44,0.27,0.33
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.29,0.19,0.31,0.36,0.27,0.33
Galena_Park_ISD_Grade 4 Mathematics,Galena_Park_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.29,0.19,0.31,0.36,0.27,0.33
Tomball_ISD_Grade 3 Reading,Tomball_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.37,0.33,0.31,0.39,0.23,0.33
Tomball_ISD_Grade 3 Reading,Tomball_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.37,0.33,0.31,0.39,0.23,0.33
Beta_Academy_Grade 5 Mathematics,Beta_Academy,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.2,0.13,0.21,0.14,0.17,0.33
Beta_Academy_Grade 5 Mathematics,Beta_Academy,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.2,0.13,0.21,0.14,0.17,0.33
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.48,0.45,0.42,0.57,0.44,0.32
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.48,0.45,0.42,0.57,0.44,0.32
Huffman_ISD_Grade 4 Reading,Huffman_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.57,0.67,0.51,0.58,0.41,0.32
Huffman_ISD_Grade 4 Reading,Huffman_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,0.63,0.63,0.57,0.67,0.51,0.58,0.41,0.32
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.46,0.29,0.37,0.67,0.34,0.32
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.46,0.29,0.37,0.67,0.34,0.32
Houston_ISD_Grade 6 Reading,Houston_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.41,0.31,0.36,0.72,0.33,0.32
Houston_ISD_Grade 6 Reading,Houston_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.41,0.31,0.36,0.72,0.33,0.32
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.36,0.25,0.35,0.41,0.32,0.32
Crosby_ISD_Grade 6 Mathematics,Crosby_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.36,0.25,0.35,0.41,0.32,0.32
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.33,0.36,0.29,0.34,0.32,0.32
Alief_ISD_Grade 7 Reading,Alief_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.33,0.36,0.29,0.34,0.32,0.32
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.41,0.39,0.09,0.56,0.31,0.32
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.41,0.39,0.09,0.56,0.31,0.32
Goose_Creek_ISD_Grade 6 Mathematics,Goose_Creek_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.36,0.26,0.36,0.43,0.3,0.32
Goose_Creek_ISD_Grade 6 Mathematics,Goose_Creek_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.36,0.26,0.36,0.43,0.3,0.32
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.41,0.3,0.32,0.56,0.29,0.32
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.41,0.3,0.32,0.56,0.29,0.32
Galena_Park_ISD_Grade 6 Mathematics,Galena_Park_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.31,0.24,0.32,0.42,0.29,0.32
Galena_Park_ISD_Grade 6 Mathematics,Galena_Park_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.31,0.24,0.32,0.42,0.29,0.32
Aldine_ISD_Grade 5 Mathematics,Aldine_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.29,0.18,0.32,0.36,0.29,0.32
Aldine_ISD_Grade 5 Mathematics,Aldine_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.29,0.18,0.32,0.36,0.29,0.32
Huffman_ISD_Grade 7 Reading,Huffman_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.28,0.71,0.24,0.28,0.29,0.32
Huffman_ISD_Grade 7 Reading,Huffman_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.28,0.71,0.24,0.28,0.29,0.32
Spring_ISD_Grade 5 Reading,Spring_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.3,0.24,0.31,0.42,0.28,0.32
Spring_ISD_Grade 5 Reading,Spring_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.3,0.24,0.31,0.42,0.28,0.32
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.29,0.17,0.29,0.3,0.27,0.32
Channelview_ISD_Grade 3 Mathematics,Channelview_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.29,0.17,0.29,0.3,0.27,0.32
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.38,0.22,0.29,0.52,0.26,0.32
Klein_ISD_Grade 3 Mathematics,Klein_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.38,0.22,0.29,0.52,0.26,0.32
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.24,0.09,0.28,0.23,0.23,0.32
Crosby_ISD_Grade 5 Mathematics,Crosby_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.24,0.09,0.28,0.23,0.23,0.32
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.33,0.16,0.21,0.38,0.17,0.32
Katy_ISD_Grade 5 Science,Katy_ISD,Grade 5 Science,At Masters Grade Level,2022,0.18,0.19,0.33,0.16,0.21,0.38,0.17,0.32
Tomball_ISD_Grade 3 Mathematics,Tomball_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.29,0.26,0.22,0.29,0.16,0.32
Tomball_ISD_Grade 3 Mathematics,Tomball_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,0.14,0.15,0.29,0.26,0.22,0.29,0.16,0.32
Katy_ISD_Grade 6 Mathematics,Katy_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.36,0.16,0.22,0.45,0.15,0.32
Katy_ISD_Grade 6 Mathematics,Katy_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.36,0.16,0.22,0.45,0.15,0.32
Goose_Creek_ISD_Grade 7 Reading,Goose_Creek_ISD,Grade 7 Reading,At Meets Grade Level or Above,2022,0.56,0.58,0.46,0.41,0.46,0.52,0.43,0.31
Goose_Creek_ISD_Grade 7 Reading,Goose_Creek_ISD,Grade 7 Reading,At Meets Grade Level or Above,2022,0.56,0.58,0.46,0.41,0.46,0.52,0.43,0.31
La_Porte_ISD_Grade 6 Reading,La_Porte_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.43,0.24,0.41,0.48,0.39,0.31
La_Porte_ISD_Grade 6 Reading,La_Porte_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.43,0.24,0.41,0.48,0.39,0.31
Klein_ISD_Grade 7 Reading,Klein_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.51,0.34,0.42,0.65,0.38,0.31
Klein_ISD_Grade 7 Reading,Klein_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.51,0.34,0.42,0.65,0.38,0.31
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.36,0.4,0.32,0.1,0.35,0.31
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.36,0.4,0.32,0.1,0.35,0.31
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.48,0.3,0.37,0.7,0.34,0.31
Cypress_Fairbanks_ISD_Grade 6 Mathematics,Cypress_Fairbanks_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.48,0.3,0.37,0.7,0.34,0.31
Klein_ISD_Grade 6 Reading,Klein_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.48,0.34,0.38,0.65,0.34,0.31
Klein_ISD_Grade 6 Reading,Klein_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.48,0.34,0.38,0.65,0.34,0.31
Harmony_Schools_South_Grade 3 Mathematics,Harmony_Schools_South,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.35,0.35,0.29,0.4,0.34,0.31
Harmony_Schools_South_Grade 3 Mathematics,Harmony_Schools_South,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.35,0.35,0.29,0.4,0.34,0.31
La_Porte_ISD_Grade 5 Mathematics,La_Porte_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.38,0.14,0.4,0.4,0.33,0.31
La_Porte_ISD_Grade 5 Mathematics,La_Porte_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.38,0.14,0.4,0.4,0.33,0.31
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.34,0.36,0.29,0.33,0.33,0.31
Alief_ISD_Grade 6 Reading,Alief_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.34,0.36,0.29,0.33,0.33,0.31
Deer_Park_ISD_Grade 5 Mathematics,Deer_Park_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.39,0.05,0.35,0.47,0.31,0.31
Deer_Park_ISD_Grade 5 Mathematics,Deer_Park_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.39,0.05,0.35,0.47,0.31,0.31
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.32,0.29,0.28,0.4,0.31,0.31
Alief_ISD_Grade 7 Mathematics,Alief_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.32,0.29,0.28,0.4,0.31,0.31
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.34,0.25,0.32,0.47,0.29,0.31
Goose_Creek_ISD_Grade 3 Reading,Goose_Creek_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.34,0.25,0.32,0.47,0.29,0.31
Sheldon_ISD_Grade 3 Mathematics,Sheldon_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.31,0.15,0.33,0.44,0.29,0.31
Sheldon_ISD_Grade 3 Mathematics,Sheldon_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.31,0.15,0.33,0.44,0.29,0.31
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.32,0.27,0.31,0.4,0.29,0.31
Pasadena_ISD_Grade 6 Reading,Pasadena_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.32,0.27,0.31,0.4,0.29,0.31
Houston_ISD_Grade 5 Mathematics,Houston_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.35,0.22,0.31,0.68,0.28,0.31
Houston_ISD_Grade 5 Mathematics,Houston_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2021,0.44,0.45,0.35,0.22,0.31,0.68,0.28,0.31
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.41,0.29,0.33,0.55,0.28,0.31
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.41,0.29,0.33,0.55,0.28,0.31
Goose_Creek_ISD_Grade 5 Science,Goose_Creek_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.32,0.19,0.31,0.44,0.28,0.31
Goose_Creek_ISD_Grade 5 Science,Goose_Creek_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.32,0.19,0.31,0.44,0.28,0.31
Goose_Creek_ISD_Grade 4 Reading,Goose_Creek_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.34,0.22,0.33,0.42,0.28,0.31
Goose_Creek_ISD_Grade 4 Reading,Goose_Creek_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.34,0.22,0.33,0.42,0.28,0.31
Goose_Creek_ISD_Grade 4 Mathematics,Goose_Creek_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.32,0.16,0.33,0.4,0.28,0.31
Goose_Creek_ISD_Grade 4 Mathematics,Goose_Creek_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.32,0.16,0.33,0.4,0.28,0.31
Channelview_ISD_Grade 5 Reading,Channelview_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.3,0.27,0.29,0.36,0.28,0.31
Channelview_ISD_Grade 5 Reading,Channelview_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.3,0.27,0.29,0.36,0.28,0.31
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.38,0.28,0.29,0.54,0.27,0.31
Cypress_Fairbanks_ISD_Grade 5 Reading,Cypress_Fairbanks_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.38,0.28,0.29,0.54,0.27,0.31
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.28,0.15,0.28,0.41,0.24,0.31
Goose_Creek_ISD_Grade 3 Mathematics,Goose_Creek_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.28,0.15,0.28,0.41,0.24,0.31
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.24,0.08,0.26,0.2,0.24,0.31
Channelview_ISD_Grade 5 Mathematics,Channelview_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.24,0.08,0.26,0.2,0.24,0.31
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.31,0.3,0.22,0.47,0.23,0.31
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.31,0.3,0.22,0.47,0.23,0.31
Katy_ISD_Grade 6 Reading,Katy_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.37,0.26,0.24,0.42,0.2,0.31
Katy_ISD_Grade 6 Reading,Katy_ISD,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.37,0.26,0.24,0.42,0.2,0.31
Katy_ISD_Grade 6 Mathematics,Katy_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.35,0.18,0.21,0.41,0.16,0.31
Katy_ISD_Grade 6 Mathematics,Katy_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.35,0.18,0.21,0.41,0.16,0.31
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.48,0.31,0.49,0.49,0.4,0.3
La_Porte_ISD_Grade 4 Mathematics,La_Porte_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.48,0.31,0.49,0.49,0.4,0.3
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.42,0.61,0.32,0.33,0.4,0.3
Harmony_Schools_South_Grade 7 Reading,Harmony_Schools_South,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.42,0.61,0.32,0.33,0.4,0.3
La_Porte_ISD_Grade 6 Mathematics,La_Porte_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.43,0.09,0.42,0.5,0.37,0.3
La_Porte_ISD_Grade 6 Mathematics,La_Porte_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.43,0.09,0.42,0.5,0.37,0.3
Yes_Prep_Schools_Grade 8 Reading,Yes_Prep_Schools,Grade 8 Reading,At Meets Grade Level or Above,2021,0.46,0.48,0.37,0.27,0.38,0.52,0.36,0.3
Yes_Prep_Schools_Grade 8 Reading,Yes_Prep_Schools,Grade 8 Reading,At Meets Grade Level or Above,2021,0.46,0.48,0.37,0.27,0.38,0.52,0.36,0.3
Crosby_ISD_Grade 7 Reading,Crosby_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.39,0.33,0.37,0.44,0.35,0.3
Crosby_ISD_Grade 7 Reading,Crosby_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.39,0.33,0.37,0.44,0.35,0.3
Yes_Prep_Schools_Grade 8 Science,Yes_Prep_Schools,Grade 8 Science,At Meets Grade Level or Above,2022,0.45,0.48,0.38,0.3,0.39,0.29,0.35,0.3
Yes_Prep_Schools_Grade 8 Science,Yes_Prep_Schools,Grade 8 Science,At Meets Grade Level or Above,2022,0.45,0.48,0.38,0.3,0.39,0.29,0.35,0.3
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.47,0.27,0.37,0.69,0.34,0.3
Cypress_Fairbanks_ISD_Grade 7 Mathematics,Cypress_Fairbanks_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.47,0.27,0.37,0.69,0.34,0.3
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.38,0.42,0.17,0.41,0.31,0.3
Harmony_Schools_West_Grade 3 Reading,Harmony_Schools_West,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.38,0.42,0.17,0.41,0.31,0.3
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.36,0.2,0.36,0.4,0.31,0.3
Crosby_ISD_Grade 5 Reading,Crosby_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.36,0.2,0.36,0.4,0.31,0.3
Harmony_Schools_Grade 6 Reading,Harmony_Schools,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.34,0.34,0.28,0.48,0.29,0.3
Harmony_Schools_Grade 6 Reading,Harmony_Schools,Grade 6 Reading,At Meets Grade Level or Above,2021,0.32,0.34,0.34,0.34,0.28,0.48,0.29,0.3
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.3,0.28,0.25,0.34,0.29,0.3
