Primary_Key,School_Name,Test_Score,"STAAR Performance Rates by Tested Grade, Subject, and Performance Level",School_Year,State,Region_04,District,African_American,Hispanic,White,Econ_Disadv,ELL
Alief_ISD_Grade 6 Mathematics,Alief_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.3,0.28,0.25,0.34,0.29,0.3
Spring_Branch_ISD_Grade 6 Mathematics,Spring_Branch_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.49,0.25,0.31,0.8,0.28,0.3
Spring_Branch_ISD_Grade 6 Mathematics,Spring_Branch_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.49,0.25,0.31,0.8,0.28,0.3
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.31,0.27,0.21,0.32,0.28,0.3
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Masters Grade Level,2022,0.21,0.22,0.31,0.27,0.21,0.32,0.28,0.3
Sheldon_ISD_Grade 5 Reading,Sheldon_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.3,0.23,0.32,0.29,0.28,0.3
Sheldon_ISD_Grade 5 Reading,Sheldon_ISD,Grade 5 Reading,At Meets Grade Level or Above,2021,0.46,0.47,0.3,0.23,0.32,0.29,0.28,0.3
Goose_Creek_ISD_Grade 5 Reading,Goose_Creek_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.3,0.2,0.31,0.33,0.27,0.3
Goose_Creek_ISD_Grade 5 Reading,Goose_Creek_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.3,0.2,0.31,0.33,0.27,0.3
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.35,0.23,0.3,0.46,0.26,0.3
Klein_ISD_Grade 4 Reading,Klein_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.35,0.23,0.3,0.46,0.26,0.3
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.31,0.17,0.31,0.37,0.26,0.3
Channelview_ISD_Grade 3 Reading,Channelview_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.31,0.17,0.31,0.37,0.26,0.3
Spring_ISD_Grade 7 Reading,Spring_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.28,0.23,0.29,0.27,0.25,0.3
Spring_ISD_Grade 7 Reading,Spring_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.28,0.23,0.29,0.27,0.25,0.3
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.34,0.22,0.27,0.47,0.24,0.3
Cypress_Fairbanks_ISD_Grade 4 Reading,Cypress_Fairbanks_ISD,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.34,0.22,0.27,0.47,0.24,0.3
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.34,0.2,0.25,0.51,0.23,0.3
Cypress_Fairbanks_ISD_Grade 3 Mathematics,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.34,0.2,0.25,0.51,0.23,0.3
Humble_ISD_Grade 4 Mathematics,Humble_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.36,0.2,0.29,0.53,0.22,0.3
Humble_ISD_Grade 4 Mathematics,Humble_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.36,0.2,0.29,0.53,0.22,0.3
Harmony_Schools_West_Grade 5 Mathematics,Harmony_Schools_West,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.33,0.25,0.17,0.59,0.21,0.3
Harmony_Schools_West_Grade 5 Mathematics,Harmony_Schools_West,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.33,0.25,0.17,0.59,0.21,0.3
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.39,0.28,0.27,0.47,0.36,0.29
Harmony_Schools_West_Grade 7 Mathematics,Harmony_Schools_West,Grade 7 Mathematics,At Masters Grade Level,2022,0.13,0.15,0.39,0.28,0.27,0.47,0.36,0.29
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.35,0.42,0.24,0.57,0.32,0.29
Harmony_Schools_South_Grade 5 Reading,Harmony_Schools_South,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.35,0.42,0.24,0.57,0.32,0.29
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.48,0.19,0.3,0.81,0.28,0.29
Spring_Branch_ISD_Grade 7 Mathematics,Spring_Branch_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.48,0.19,0.3,0.81,0.28,0.29
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.3,0.24,0.3,0.44,0.28,0.29
Galena_Park_ISD_Grade 7 Reading,Galena_Park_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.3,0.24,0.3,0.44,0.28,0.29
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.27,0.27,0.22,0.43,0.27,0.29
Beta_Academy_Grade 5 Science,Beta_Academy,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.27,0.27,0.22,0.43,0.27,0.29
Alief_ISD_Grade 5 Mathematics,Alief_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.27,0.24,0.24,0.31,0.27,0.29
Alief_ISD_Grade 5 Mathematics,Alief_ISD,Grade 5 Mathematics,At Meets Grade Level or Above,2022,0.48,0.49,0.27,0.24,0.24,0.31,0.27,0.29
Houston_ISD_Grade 6 Mathematics,Houston_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.34,0.21,0.29,0.61,0.26,0.29
Houston_ISD_Grade 6 Mathematics,Houston_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2022,0.39,0.4,0.34,0.21,0.29,0.61,0.26,0.29
Spring_ISD_Grade 3 Reading,Spring_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.28,0.23,0.28,0.41,0.26,0.29
Spring_ISD_Grade 3 Reading,Spring_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.28,0.23,0.28,0.41,0.26,0.29
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.29,0.25,0.3,0.3,0.26,0.29
Galena_Park_ISD_Grade 4 Reading,Galena_Park_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.29,0.25,0.3,0.3,0.26,0.29
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.26,0.16,0.28,0.18,0.26,0.29
Channelview_ISD_Grade 4 Reading,Channelview_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.26,0.16,0.28,0.18,0.26,0.29
Spring_Branch_ISD_Grade 6 Mathematics,Spring_Branch_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.46,0.2,0.29,0.76,0.25,0.29
Spring_Branch_ISD_Grade 6 Mathematics,Spring_Branch_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.46,0.2,0.29,0.76,0.25,0.29
Klein_ISD_Grade 5 Science,Klein_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.39,0.24,0.3,0.57,0.25,0.29
Klein_ISD_Grade 5 Science,Klein_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.39,0.24,0.3,0.57,0.25,0.29
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.36,0.39,0.11,0.51,0.25,0.29
Harmony_Schools_West_Grade 6 Reading,Harmony_Schools_West,Grade 6 Reading,At Masters Grade Level,2022,0.23,0.24,0.36,0.39,0.11,0.51,0.25,0.29
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.27,0.24,0.11,0.33,0.24,0.29
Harmony_Schools_West_Grade 4 Mathematics,Harmony_Schools_West,Grade 4 Mathematics,At Masters Grade Level,2021,0.21,0.22,0.27,0.24,0.11,0.33,0.24,0.29
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.36,0.19,0.26,0.56,0.22,0.29
Cypress_Fairbanks_ISD_Grade 4 Mathematics,Cypress_Fairbanks_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.36,0.19,0.26,0.56,0.22,0.29
Klein_ISD_Grade 5 Mathematics,Klein_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.32,0.16,0.26,0.44,0.22,0.29
Klein_ISD_Grade 5 Mathematics,Klein_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.32,0.16,0.26,0.44,0.22,0.29
Katy_ISD_Grade 7 Mathematics,Katy_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021,0.27,0.29,0.33,0.18,0.25,0.45,0.21,0.29
Katy_ISD_Grade 7 Mathematics,Katy_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2021,0.27,0.29,0.33,0.18,0.25,0.45,0.21,0.29
Harmony_Schools_Grade 4 Reading,Harmony_Schools,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.28,0.23,0.2,0.48,0.2,0.29
Harmony_Schools_Grade 4 Reading,Harmony_Schools,Grade 4 Reading,At Masters Grade Level,2022,0.28,0.3,0.28,0.23,0.2,0.48,0.2,0.29
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.33,0.21,0.24,0.42,0.18,0.29
Katy_ISD_Grade 3 Reading,Katy_ISD,Grade 3 Reading,At Masters Grade Level,2021,0.19,0.2,0.33,0.21,0.24,0.42,0.18,0.29
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.32,0.19,0.21,0.37,0.16,0.29
Katy_ISD_Grade 4 Reading,Katy_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.32,0.19,0.21,0.37,0.16,0.29
Tomball_ISD_Grade 4 Reading,Tomball_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.35,0.19,0.26,0.39,0.15,0.29
Tomball_ISD_Grade 4 Reading,Tomball_ISD,Grade 4 Reading,At Masters Grade Level,2021,0.17,0.18,0.35,0.19,0.26,0.39,0.15,0.29
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.49,0.33,0.4,0.66,0.37,0.28
Cypress_Fairbanks_ISD_Grade 7 Reading,Cypress_Fairbanks_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.49,0.33,0.4,0.66,0.37,0.28
La_Porte_ISD_Grade 5 Reading,La_Porte_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.4,0.19,0.4,0.43,0.35,0.28
La_Porte_ISD_Grade 5 Reading,La_Porte_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.4,0.19,0.4,0.43,0.35,0.28
Harmony_Schools_Grade 7 Reading,Harmony_Schools,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.39,0.35,0.33,0.51,0.34,0.28
Harmony_Schools_Grade 7 Reading,Harmony_Schools,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.39,0.35,0.33,0.51,0.34,0.28
Aldine_ISD_Grade 7 Reading,Aldine_ISD,Grade 7 Reading,At Meets Grade Level or Above,2022,0.56,0.58,0.35,0.32,0.36,0.35,0.34,0.28
Aldine_ISD_Grade 7 Reading,Aldine_ISD,Grade 7 Reading,At Meets Grade Level or Above,2022,0.56,0.58,0.35,0.32,0.36,0.35,0.34,0.28
Yes_Prep_Schools_Grade 7 Reading,Yes_Prep_Schools,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.35,0.34,0.35,0.31,0.34,0.28
Yes_Prep_Schools_Grade 7 Reading,Yes_Prep_Schools,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.35,0.34,0.35,0.31,0.34,0.28
Houston_ISD_Grade 7 Reading,Houston_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.39,0.29,0.34,0.73,0.3,0.28
Houston_ISD_Grade 7 Reading,Houston_ISD,Grade 7 Reading,At Meets Grade Level or Above,2021,0.45,0.47,0.39,0.29,0.34,0.73,0.3,0.28
Channelview_ISD_Grade 7 Mathematics,Channelview_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.31,0.34,0.3,0.22,0.29,0.28
Channelview_ISD_Grade 7 Mathematics,Channelview_ISD,Grade 7 Mathematics,At Approaches Grade Level or Above,2021,0.55,0.57,0.31,0.34,0.3,0.22,0.29,0.28
Deer_Park_ISD_Grade 5 Science,Deer_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.4,0.13,0.35,0.48,0.28,0.28
Deer_Park_ISD_Grade 5 Science,Deer_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,0.31,0.32,0.4,0.13,0.35,0.48,0.28,0.28
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.33,0.24,0.29,0.61,0.27,0.28
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.33,0.24,0.29,0.61,0.27,0.28
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.29,0.24,0.27,0.49,0.27,0.28
Pasadena_ISD_Grade 5 Science,Pasadena_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.29,0.24,0.27,0.49,0.27,0.28
Humble_ISD_Grade 5 Reading,Humble_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.4,0.28,0.34,0.54,0.26,0.28
Humble_ISD_Grade 5 Reading,Humble_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.4,0.28,0.34,0.54,0.26,0.28
Klein_ISD_Grade 5 Reading,Klein_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.37,0.25,0.3,0.5,0.26,0.28
Klein_ISD_Grade 5 Reading,Klein_ISD,Grade 5 Reading,At Masters Grade Level,2021,0.3,0.31,0.37,0.25,0.3,0.5,0.26,0.28
Spring_ISD_Grade 6 Reading,Spring_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.29,0.25,0.29,0.4,0.26,0.28
Spring_ISD_Grade 6 Reading,Spring_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.29,0.25,0.29,0.4,0.26,0.28
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.24,0.21,0.23,0.17,0.26,0.28
Beta_Academy_Grade 4 Mathematics,Beta_Academy,Grade 4 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.24,0.21,0.23,0.17,0.26,0.28
Spring_Branch_ISD_Grade 5 Science,Spring_Branch_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.42,0.17,0.3,0.63,0.25,0.28
Spring_Branch_ISD_Grade 5 Science,Spring_Branch_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.42,0.17,0.3,0.63,0.25,0.28
Harmony_Schools_South_Grade 4 Mathematics,Harmony_Schools_South,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.28,0.31,0.21,0.53,0.25,0.28
Harmony_Schools_South_Grade 4 Mathematics,Harmony_Schools_South,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.28,0.31,0.21,0.53,0.25,0.28
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.36,0.27,0.28,0.51,0.25,0.28
Cypress_Fairbanks_ISD_Grade 3 Reading,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.36,0.27,0.28,0.51,0.25,0.28
Klein_ISD_Grade 6 Mathematics,Klein_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.35,0.23,0.29,0.47,0.25,0.28
Klein_ISD_Grade 6 Mathematics,Klein_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.35,0.23,0.29,0.47,0.25,0.28
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.27,0.17,0.27,0.33,0.25,0.28
Pasadena_ISD_Grade 3 Reading,Pasadena_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,0.39,0.39,0.27,0.17,0.27,0.33,0.25,0.28
Humble_ISD_Grade 6 Mathematics,Humble_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.39,0.21,0.33,0.57,0.22,0.28
Humble_ISD_Grade 6 Mathematics,Humble_ISD,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.39,0.21,0.33,0.57,0.22,0.28
Tomball_ISD_Grade 6 Mathematics,Tomball_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.35,0.16,0.25,0.38,0.21,0.28
Tomball_ISD_Grade 6 Mathematics,Tomball_ISD,Grade 6 Mathematics,At Masters Grade Level,2022,0.16,0.18,0.35,0.16,0.25,0.38,0.21,0.28
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.31,0.26,0.13,0.31,0.21,0.28
Harmony_Schools_West_Grade 3 Mathematics,Harmony_Schools_West,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.31,0.26,0.13,0.31,0.21,0.28
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.31,0.16,0.23,0.44,0.2,0.28
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.31,0.16,0.23,0.44,0.2,0.28
Tomball_ISD_Grade 6 Mathematics,Tomball_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.45,0.21,0.33,0.5,0.18,0.28
Tomball_ISD_Grade 6 Mathematics,Tomball_ISD,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.45,0.21,0.33,0.5,0.18,0.28
La_Porte_ISD_Grade 5 Science,La_Porte_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.48,0.25,0.45,0.54,0.41,0.27
La_Porte_ISD_Grade 5 Science,La_Porte_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.48,0.25,0.45,0.54,0.41,0.27
Deer_Park_ISD_Grade 5 Science,Deer_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.44,0.21,0.38,0.58,0.35,0.27
Deer_Park_ISD_Grade 5 Science,Deer_Park_ISD,Grade 5 Science,At Meets Grade Level or Above,2022,0.38,0.39,0.44,0.21,0.38,0.58,0.35,0.27
Goose_Creek_ISD_Grade 7 Mathematics,Goose_Creek_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.36,0.26,0.37,0.39,0.33,0.27
Goose_Creek_ISD_Grade 7 Mathematics,Goose_Creek_ISD,Grade 7 Mathematics,At Meets Grade Level or Above,2022,0.31,0.34,0.36,0.26,0.37,0.39,0.33,0.27
Houston_ISD_Grade 7 Reading,Houston_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.37,0.27,0.33,0.65,0.29,0.27
Houston_ISD_Grade 7 Reading,Houston_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.37,0.27,0.33,0.65,0.29,0.27
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.3,0.26,0.3,0.38,0.29,0.27
Aldine_ISD_Grade 3 Reading,Aldine_ISD,Grade 3 Reading,At Meets Grade Level or Above,2022,0.51,0.52,0.3,0.26,0.3,0.38,0.29,0.27
Humble_ISD_Grade 6 Reading,Humble_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.42,0.31,0.34,0.57,0.28,0.27
Humble_ISD_Grade 6 Reading,Humble_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.42,0.31,0.34,0.57,0.28,0.27
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.35,0.2,0.34,0.41,0.28,0.27
Crosby_ISD_Grade 6 Reading,Crosby_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.35,0.2,0.34,0.41,0.28,0.27
Spring_Branch_ISD_Grade 6 Reading,Spring_Branch_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.47,0.31,0.3,0.74,0.27,0.27
Spring_Branch_ISD_Grade 6 Reading,Spring_Branch_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.47,0.31,0.3,0.74,0.27,0.27
Houston_ISD_Grade 5 Reading,Houston_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.33,0.25,0.28,0.64,0.26,0.27
Houston_ISD_Grade 5 Reading,Houston_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.33,0.25,0.28,0.64,0.26,0.27
Harmony_Schools_Grade 6 Mathematics,Harmony_Schools,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.32,0.34,0.24,0.38,0.26,0.27
Harmony_Schools_Grade 6 Mathematics,Harmony_Schools,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.32,0.34,0.24,0.38,0.26,0.27
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.3,0.29,0.28,0.31,0.26,0.27
Harmony_Schools_South_Grade 6 Mathematics,Harmony_Schools_South,Grade 6 Mathematics,At Meets Grade Level or Above,2021,0.36,0.37,0.3,0.29,0.28,0.31,0.26,0.27
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.28,0.24,0.24,0.38,0.25,0.27
Harmony_Schools_Grade 3 Reading,Harmony_Schools,Grade 3 Reading,At Masters Grade Level,2022,0.3,0.31,0.28,0.24,0.24,0.38,0.25,0.27
Spring_ISD_Grade 7 Reading,Spring_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.26,0.19,0.29,0.37,0.25,0.27
Spring_ISD_Grade 7 Reading,Spring_ISD,Grade 7 Reading,At Masters Grade Level,2022,0.37,0.39,0.26,0.19,0.29,0.37,0.25,0.27
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.43,0.2,0.28,0.7,0.24,0.27
Spring_Branch_ISD_Grade 3 Mathematics,Spring_Branch_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,0.31,0.31,0.43,0.2,0.28,0.7,0.24,0.27
Spring_Branch_ISD_Grade 5 Reading,Spring_Branch_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.41,0.23,0.29,0.64,0.24,0.27
Spring_Branch_ISD_Grade 5 Reading,Spring_Branch_ISD,Grade 5 Reading,At Masters Grade Level,2022,0.36,0.38,0.41,0.23,0.29,0.64,0.24,0.27
Sheldon_ISD_Grade 6 Reading,Sheldon_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.26,0.22,0.28,0.23,0.24,0.27
Sheldon_ISD_Grade 6 Reading,Sheldon_ISD,Grade 6 Reading,At Meets Grade Level or Above,2022,0.43,0.44,0.26,0.22,0.28,0.23,0.24,0.27
Spring_ISD_Grade 4 Reading,Spring_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.25,0.18,0.27,0.39,0.23,0.27
Spring_ISD_Grade 4 Reading,Spring_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,0.36,0.37,0.25,0.18,0.27,0.39,0.23,0.27
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.23,0.12,0.26,0.19,0.23,0.27
Aldine_ISD_Grade 4 Mathematics,Aldine_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2022,0.43,0.44,0.23,0.12,0.26,0.19,0.23,0.27
Harmony_Schools_West_Grade 6 Mathematics,Harmony_Schools_West,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.27,0.2,0.15,0.3,0.22,0.27
Harmony_Schools_West_Grade 6 Mathematics,Harmony_Schools_West,Grade 6 Mathematics,At Masters Grade Level,2021,0.15,0.17,0.27,0.2,0.15,0.3,0.22,0.27
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.28,0.24,0.2,0.39,0.21,0.27
Harmony_Schools_Grade 5 Mathematics,Harmony_Schools,Grade 5 Mathematics,At Masters Grade Level,2022,0.25,0.26,0.28,0.24,0.2,0.39,0.21,0.27
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.31,0.15,0.23,0.46,0.19,0.27
Cypress_Fairbanks_ISD_Grade 5 Mathematics,Cypress_Fairbanks_ISD,Grade 5 Mathematics,At Masters Grade Level,2021,0.25,0.26,0.31,0.15,0.23,0.46,0.19,0.27
Huffman_ISD_Grade 4 Mathematics,Huffman_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.64,0.5,0.43,0.72,0.61,0.26
Huffman_ISD_Grade 4 Mathematics,Huffman_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2022,0.7,0.7,0.64,0.5,0.43,0.72,0.61,0.26
